product_id,manufacturer,product_name,catalog_number,model_number,research_state,confidence,identity_match_method,rationale,official_fda_evidence_summary,official_manufacturer_evidence_summary,official_fda_safety_action_summary,safety_search_status,safety_action_state,safety_action_scope,safety_action_references,visibility_review_eligibility,conflicts,source_links,proposed_human_review_disposition,reviewer_decision,reviewer_rationale,second_review_required,second_review_decision,second_review_rationale,canonical_change_applied
PRD-48AEE784DD,Olympus,UCR High-Pressure CO2 Hose,MAJ-1084,,insufficient_evidence,low,exact_manufacturer_model_number,Identity method: exact_manufacturer_model_number. UDI assessment: all_exact_configurations_active. Manufacturer finding: family_only_current. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: all_exact_configurations_active; listing: search_incomplete; authorization: not_found.,Manufacturer finding: family_only_current; exact source: false.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://content.medical.olympusamerica.com/products/accessory-solutions|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%22MAJ-1084%22&limit=100|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2204953170140365%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22FCX%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22HIF%22&limit=100|https://api.fda.gov/device/registrationlisting.json?search=products.product_code%3A%22FCX%22&limit=100|https://api.fda.gov/device/registrationlisting.json?search=products.product_code%3A%22HIF%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22MAJ-1084%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204953170140365%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204953170140365%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22MAJ-1084%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-48C48C68BA,Intuitive Surgical,Ion Fully Articulating Catheter,490105,,identity_unresolved,low,exact_manufacturer_model_number,Identity method: exact_manufacturer_model_number. UDI assessment: all_exact_configurations_active. Manufacturer finding: family_only_current. Plausible records could not be tied conservatively to the exact catalog product.,UDI: all_exact_configurations_active; listing: search_incomplete; authorization: not_found.,Manufacturer finding: family_only_current; exact source: false.,"Safety search: searched; action state: active_exact_product_action; scope: lot_specific; review eligibility: not_applicable. Z-0355-2024 (event 93232, Class I, status Ongoing / Open, Classified, initiated 2023-11-01, matched 490105, reported by device_enforcement and device_recall); Z-0489-2021 (event 86664, Class II, status Terminated, initiated 2020-10-23, matched 00886874116258/490105, reported by device_enforcement and device_recall). A safety action is not discontinuation evidence.",searched,active_exact_product_action,lot_specific,Z-0355-2024 (event 93232)|Z-0489-2021 (event 86664),not_applicable,Exact product identity remains ambiguous.|The candidate company is outside the reviewed manufacturer alias group.,https://www.intuitive.com/en-us/-/media/ISI/Intuitive/Pdf/intuitive-ion-system-brochure-1051118.pdf|https://www.intuitive.com/en-us/products-and-services/ion|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2200886874116258%22&limit=100|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%22490105%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%22490105%22&limit=100|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%22490105%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22EOQ%22&limit=100|https://api.fda.gov/device/registrationlisting.json?search=products.product_code%3A%22EOQ%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22490105%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2200886874116258%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22490105%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2200886874116258%22&limit=100,keep_hidden_identity_unresolved,pending,,false,,,false
PRD-49A7F962D0,Cook Medical,Thal-Quick Chest Tube Tray,G07242,,identity_unresolved,low,family_or_name_only,Identity method: family_or_name_only. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Plausible records could not be tied conservatively to the exact catalog product.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: not_searched; exact source: false.,"Safety search: searched; action state: active_exact_product_action; scope: lot_specific; review eligibility: not_applicable. Z-1790-2026 (event 98495, Class II, status Ongoing / Open, Classified, initiated 2026-03-05, matched 00827002072428/G07242, reported by device_enforcement and device_recall). A safety action is not discontinuation evidence.",searched,active_exact_product_action,lot_specific,Z-1790-2026 (event 98495),not_applicable,Exact product identity remains ambiguous.|The candidate company is outside the reviewed manufacturer alias group.,https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%22G07242%22&limit=100|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2200827002072428%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22G07242%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2200827002072428%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2200827002072428%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22G07242%22&limit=100,keep_hidden_identity_unresolved,pending,,false,,,false
PRD-4A023D6489,Karl Storz,Forceps for Peanuts/Soft Foreign Bodies,10366K,,insufficient_evidence,low,exact_manufacturer_catalog_number,Identity method: exact_manufacturer_catalog_number. UDI assessment: all_exact_configurations_active. Manufacturer finding: no_result. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: all_exact_configurations_active; listing: search_incomplete; authorization: not_found.,Manufacturer finding: no_result; exact source: false.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://www.karlstorz.com/us/en/thoracic-surgery-and-pulmonology.htm|https://api.fda.gov/device/udi.json?search=catalog_number%3A%2210366K%22&limit=100|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%2210366K%22&limit=100|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2204048551046951%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22EOQ%22&limit=100|https://api.fda.gov/device/registrationlisting.json?search=products.product_code%3A%22EOQ%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%2210366+K%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204048551046951%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%2210366+K%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204048551046951%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-4A04124FF2,Olympus,BF-1TH190 Video Bronchoscope,BF-1TH190,,insufficient_evidence,low,none,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: current_exact_official_us_product. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: current_exact_official_us_product; exact source: true.,"Safety search: searched; action state: active_exact_product_action; scope: product_wide; review eligibility: not_applicable. Z-0049-2026 (event 97441, Class I, status Ongoing / Open, Classified, initiated 2025-09-11, matched BF-1TH190, reported by device_enforcement and device_recall); Z-0192-2024 (event 93052, Class I, status Ongoing / Open, Classified, initiated 2023-10-12, matched BF-1TH190, reported by device_enforcement and device_recall); Z-0327-2024 (event 93222, Class II, status Ongoing / Open, Classified, initiated 2023-09-25, matched BF-1TH190, reported by device_enforcement and device_recall); Z-2017-2023 (event 92362, Class I, status Ongoing / Open, Classified, initiated 2023-06-08, matched BF-1TH190, reported by device_enforcement and device_recall); Z-2496-2023 (event 92779, Class II, status Ongoing / Open, Classified, initiated 2023-07-27, matched BF-1TH190, reported by device_enforcement and device_recall). A safety action is not discontinuation evidence.",searched,active_exact_product_action,product_wide,Z-0049-2026 (event 97441)|Z-0192-2024 (event 93052)|Z-0327-2024 (event 93222)|Z-2017-2023 (event 92362)|Z-2496-2023 (event 92779),not_applicable,,https://medical.olympusamerica.com/products/evis-exera-bronchoscopy/visualization|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22BF-1TH190%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22BF-1TH190%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-4A1701C80B,Karl Storz,Optical Dissection Electrode,26072UF,,insufficient_evidence,low,exact_manufacturer_model_number,Identity method: exact_manufacturer_model_number. UDI assessment: all_exact_configurations_active. Manufacturer finding: not_searched. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: all_exact_configurations_active; listing: search_incomplete; authorization: not_found.,Manufacturer finding: not_searched; exact source: false.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%2226072UF%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22GCJ%22&limit=100|https://api.fda.gov/device/registrationlisting.json?search=products.product_code%3A%22GCJ%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%2226072UF%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204048551277270%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%2226072UF%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204048551277270%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-4A329E27C5,Richard Wolf,Sealing Valve Bundle (20 pcs),15114.052,,insufficient_evidence,low,none,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: current_non_us. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: current_non_us; exact source: true.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://www.richard-wolf.com/mam/data/Typo3/Kataloge/Broncho-_Thorako-_Mediastinoskopie/Thorakale_Endoskopie_en.pdf|https://api.fda.gov/device/enforcement.json?search=product_description%3A%2215114.052%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%2215114.052%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-4A3F2CCBBF,Micro-Tech / Thoracent,Areus EBUS FNA Nitinol Needle,BU49221,,insufficient_evidence,low,none,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: not_searched; exact source: false.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://api.fda.gov/device/enforcement.json?search=product_description%3A%22BU49221%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22BU49221%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-4A98F07FC6,Karl Storz,Optical Alligator Forceps,10352H,,insufficient_evidence,low,exact_manufacturer_catalog_number,Identity method: exact_manufacturer_catalog_number. UDI assessment: all_exact_configurations_active. Manufacturer finding: no_result. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: all_exact_configurations_active; listing: search_incomplete; authorization: not_found.,Manufacturer finding: no_result; exact source: false.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://www.karlstorz.com/us/en/thoracic-surgery-and-pulmonology.htm|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2204048551046791%22&limit=100|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%2210352H%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%2210352H%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22EOQ%22&limit=100|https://api.fda.gov/device/registrationlisting.json?search=products.product_code%3A%22EOQ%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%2210352+H%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204048551046791%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204048551046791%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%2210352+H%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-4AECEED0C8,Thoracent / M.I.Tech,Bonastent Tracheobronchial Stent,BTB-185009,,insufficient_evidence,low,none,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: not_searched; exact source: false.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://api.fda.gov/device/enforcement.json?search=product_description%3A%22BTB-185009%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22BTB-185009%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-4BB84F196B,Richard Wolf,PANOVIEW ULTRA Telescope,89354416,,insufficient_evidence,low,exact_manufacturer_catalog_number,Identity method: exact_manufacturer_catalog_number. UDI assessment: all_exact_configurations_active. Manufacturer finding: current_non_us. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: all_exact_configurations_active; listing: search_incomplete; authorization: not_found.,Manufacturer finding: current_non_us; exact source: true.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://www.richard-wolf.com/mam/data/Typo3/Kataloge/Broncho-_Thorako-_Mediastinoskopie/Thorakale_Endoskopie_en.pdf|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%2289354416%22&limit=100|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2204055207058121%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%2289354416%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22GCJ%22&limit=100|https://api.fda.gov/device/registrationlisting.json?search=products.product_code%3A%22GCJ%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%2289354416%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204055207058121%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%2289354416%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204055207058121%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-4BD7E911C3,Richard Wolf,Cleaning Brush,7990001,,insufficient_evidence,low,exact_manufacturer_catalog_number,Identity method: exact_manufacturer_catalog_number. UDI assessment: all_exact_configurations_active. Manufacturer finding: current_non_us. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: all_exact_configurations_active; listing: search_incomplete; authorization: premarket_exempt.,Manufacturer finding: current_non_us; exact source: true.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://www.richard-wolf.com/mam/data/Typo3/Kataloge/Broncho-_Thorako-_Mediastinoskopie/Thorakale_Endoskopie_en.pdf|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%227990001%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%227990001%22&limit=100|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2204055207000649%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22MNL%22&limit=100|https://api.fda.gov/device/registrationlisting.json?search=products.product_code%3A%22MNL%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204055207000649%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%227990001%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204055207066973%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%227990001%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204055207000649%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204055207066973%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-4C3147DF15,Olympus,TC-C4 Series Workstation Set,K10029884,,insufficient_evidence,low,none,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: family_only_current. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: family_only_current; exact source: false.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://content.medical.olympusamerica.com/products/accessory-solutions|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22K10029884%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22K10029884%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-4CC32EE889,Olympus,Spiration Valve System Air Leak Procedure Kit,SVS-C26N-9-VSK,,insufficient_evidence,low,none,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: no_result. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: no_result; exact source: false.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://content.medical.olympusamerica.com/sites/default/files/us/files/pdf/SVS-Air-Leak-Product-Order-Information_FINAL.pdf|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22SVS-C26N-9-VSK%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22SVS-C26N-9-VSK%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-4D06DCE96B,ERBE,"Return-Electrode Connecting Cable, International, 4 m, Split-Contact Electrode",20194-080,,insufficient_evidence,low,none,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: not_searched; exact source: false.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://us.erbe-med.com/fileadmin/user_upload/documents/PDF/Catalogs/complete_Catalogs/85100-100_EN_Product-catalog.pdf|https://api.fda.gov/device/enforcement.json?search=product_description%3A%2220194-080%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%2220194-080%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-4DBE64B0DA,Richard Wolf,Optical Reichle Biopsy Forceps Bagger XXL,8466.652,,identity_unresolved,low,exact_manufacturer_catalog_number,Identity method: exact_manufacturer_catalog_number. UDI assessment: all_exact_configurations_ended. Manufacturer finding: current_non_us. Plausible records could not be tied conservatively to the exact catalog product.,UDI: all_exact_configurations_ended; listing: search_incomplete; authorization: not_found.,Manufacturer finding: current_non_us; exact source: true.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,A candidate record has a different model or configuration.|An exact current non-U.S. manufacturer source has unresolved U.S. applicability against ended exact UDI distribution evidence.|Exact product identity remains ambiguous.,https://www.richard-wolf.com/mam/data/Typo3/Kataloge/Broncho-_Thorako-_Mediastinoskopie/Thorakale_Endoskopie_en.pdf|https://api.fda.gov/device/udi.json?search=catalog_number%3A%228466.652%22&limit=100|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2204055207042557%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22HRX%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%228466.652%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204055207042557%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%228466.652%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204055207042557%22&limit=100,keep_hidden_identity_unresolved,pending,,false,,,false
PRD-4E59B4CEB3,Richard Wolf,Cleaning Brush,8691,,identity_unresolved,low,exact_manufacturer_catalog_number,Identity method: exact_manufacturer_catalog_number. UDI assessment: all_exact_configurations_active. Manufacturer finding: current_non_us. Plausible records could not be tied conservatively to the exact catalog product.,UDI: all_exact_configurations_active; listing: search_incomplete; authorization: premarket_exempt.,Manufacturer finding: current_non_us; exact source: true.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,Exact product identity remains ambiguous.|The candidate company is outside the reviewed manufacturer alias group.,https://www.richard-wolf.com/mam/data/Typo3/Kataloge/Broncho-_Thorako-_Mediastinoskopie/Thorakale_Endoskopie_en.pdf|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2204055207064726%22&limit=100|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%228691%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%228691%22&limit=100|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%228691%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%228691%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22MNL%22&limit=100|https://api.fda.gov/device/registrationlisting.json?search=products.product_code%3A%22MNL%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204055207064726%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204055207064733%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204055207064733%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204055207064726%22&limit=100,keep_hidden_identity_unresolved,pending,,false,,,false
PRD-4E9412A49F,ERBE,FiAPC plus Probe 2200 SC with Filter,20132-324,,historically_authorized_current_status_unresolved,moderate,exact_manufacturer_catalog_number,"Identity method: exact_manufacturer_catalog_number. UDI assessment: all_exact_configurations_active. Manufacturer finding: not_searched. Marketing authorization is documented separately, but current U.S. distribution is unresolved.",UDI: all_exact_configurations_active; listing: exact_current_listing; authorization: exact_510k_clearance.,Manufacturer finding: not_searched; exact source: false.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://us.erbe-med.com/fileadmin/user_upload/documents/PDF/Catalogs/complete_Catalogs/85100-100_EN_Product-catalog.pdf|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2204050147023628%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%2220132-324%22&limit=100|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%2220132-324%22&limit=100|https://api.fda.gov/device/510k.json?search=k_number%3A%22K242044%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22GEI%22&limit=100|https://api.fda.gov/device/registrationlisting.json?search=k_number%3A%22K242044%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204050147023642%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204050147023659%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%2220132-324%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204050147023628%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204050147023642%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%2220132-324%22&limit=100|https://api.fda.gov/device/recall.json?search=k_numbers%3A%22K242044%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204050147023659%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204050147023628%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-4F06212417,Richard Wolf,Optical Reichle Biopsy Forceps Bagger XL,8466.651,,identity_unresolved,low,exact_manufacturer_catalog_number,Identity method: exact_manufacturer_catalog_number. UDI assessment: all_exact_configurations_active. Manufacturer finding: current_non_us. Plausible records could not be tied conservatively to the exact catalog product.,UDI: all_exact_configurations_active; listing: search_incomplete; authorization: not_found.,Manufacturer finding: current_non_us; exact source: true.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,A candidate record has a different model or configuration.|Exact product identity remains ambiguous.,https://www.richard-wolf.com/mam/data/Typo3/Kataloge/Broncho-_Thorako-_Mediastinoskopie/Thorakale_Endoskopie_en.pdf|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2204055207042540%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%228466.651%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22HRX%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%228466.651%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204055207042540%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204055207042540%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%228466.651%22&limit=100,keep_hidden_identity_unresolved,pending,,false,,,false
