input_row_number,extracted_identifier,extracted_product_name,extracted_manufacturer,source_filename,matched_source_page,disposition,canonical_product_id,canonical_catalog_number,match_basis,evidence_strength,reason_code,owner_review_note
414,MBR-000019,Bronchoscope Valve,"Auris Health, Inc.",AccessGUDID - (&quot;Monarch Bronchoscope&quot;)2.pdf,"PDF page index 1; printed p. 1/2, AccessGUDID exact device row",needs_owner_review,,,needs_owner_review,needs_review,needs_owner_review,"Exact GUDID identity exists, but repository handoff deliberately excludes MBR-000019 because no governed role reaches bronchoscope valves."
415,LeSoc - B698LS2X30,"7/27/26, 4:29 PM AccessGUDID - (&quot;Monarch Bronchoscope&quot;)",Not stated in source,AccessGUDID - (&quot;Monarch Bronchoscope&quot;)2.pdf,PDF page index 1; unrelated AccessGUDID search-result hit,irrelevant_to_current_scope,,,irrelevant_to_current_scope,high,irrelevant_to_current_scope,"Hallucinated extraction from an unrelated MONARCH LABS wound-product search result (LeSoc B698LS2X30), not a bronchoscopy product."
416,MON-000008-RFB,"Monarch Platform, Bronchoscopy 4.1, Refurbished","Auris Health, Inc.",AccessGUDID - (&quot;Monarch Bronchoscope&quot;3).pdf,"PDF page index 2; printed p. 2/2, AccessGUDID refurbished platform row",existing_family_or_package_variant,PRD-09AB6CA202,MON-000008,existing_family_or_package_variant,moderate,existing_family_or_package_variant,Exact refurbished procurement variant; repository policy deliberately models the canonical platform rather than separate -RFB procurement rows.
417,10000769,The Galaxy System Bronchoscope,Noah Medical Corporation,AccessGUDID - (&quot;Monarch Bronchoscope&quot;3).pdf,"device.txt, PrimaryDI 00850048825000",existing_alias_or_format_variant,PRD-EF46DA3FE4,10000769,existing_alias_or_format_variant,high,existing_alias_or_format_variant,
418,Aliya EX Generator,Aliya EX Generator,Galvanize Therapeutics,Aliya System – Galvanize.pdf,Aliya System product page,existing_alias_or_format_variant,PRD-401A185759,,existing_alias_or_format_variant,high,existing_alias_or_format_variant,
419,Not stated in source,Aliya EX Generator,Galvanize Therapeutics,Aliya System – Galvanize.pdf,Aliya System product page,duplicate_source_row,PRD-401A185759,,duplicate_source_row,high,duplicate_source_row,Repeated canonical identity or family already represented by another assigned input row.
420,Aliya PEF System,Aliya PEF System,Galvanize Therapeutics,Aliya System – Galvanize.pdf,Aliya System product page,existing_alias_or_format_variant,PRD-792DBA7A57,,existing_alias_or_format_variant,high,existing_alias_or_format_variant,
421,Not stated in source,Aliya PEF System,Galvanize Therapeutics,Aliya System – Galvanize.pdf,Aliya System product page,duplicate_source_row,PRD-792DBA7A57,,duplicate_source_row,high,duplicate_source_row,Repeated canonical identity or family already represented by another assigned input row.
422,INUMI Flex Needle,INUMI Flex Needle,Galvanize Therapeutics,Aliya System – Galvanize.pdf,Aliya System product page,existing_alias_or_format_variant,PRD-50C32D45B1,,existing_alias_or_format_variant,high,existing_alias_or_format_variant,
423,Not stated in source,INUMI Flex Needle,Galvanize Therapeutics,Aliya System – Galvanize.pdf,Aliya System product page,duplicate_source_row,PRD-50C32D45B1,,duplicate_source_row,high,duplicate_source_row,Repeated canonical identity or family already represented by another assigned input row.
424,ARIETTA A850,ARIETTA A850 Ultrasound Imaging System,Hitachi / FUJIFILM Healthcare,ARIETTA-A850_Brochure_EN_53045.pdf,PDF page index 1 cover identifies ALOKA ARIETTA 850; PDF index 6 / printed pp. 10-11 shows broad ultrasound applications/system,irrelevant_to_current_scope,,,irrelevant_to_current_scope,high,irrelevant_to_current_scope,"The source calls the system ALOKA ARIETTA 850 (not 'ARIETTA A850') and contains no bronchoscopy, endoscopic-ultrasound, or EB-series compatibility evidence. It is distinct from current ARIETTA 750 FF ENDO; prior governed research also excludes ARIETTA 850 FF ENDO because its compatibility table lists EG-series GI scopes, not EB-530US."
425,LBL-007438,aScope 4 Broncho Single-Use Bronchoscope,Ambu,aScope-4-Broncho-Datasheets.pdf,Flexible bronchoscopy platforms!7,source_evidence_conflicted,PRD-A6CF0E2BA4,476101000,source_evidence_conflicted,low,source_evidence_conflicted,"LBL value is the datasheet revision/control number, not the product SKU. The same page prints exact US product number 476101000, already governed."
426,LBL-007439,aScope 4 Broncho Single-Use Bronchoscope,Ambu,aScope-4-Broncho-Datasheets.pdf,Flexible bronchoscopy platforms!8,source_evidence_conflicted,PRD-F2C87C4908,477101000,source_evidence_conflicted,low,source_evidence_conflicted,"LBL value is the datasheet revision/control number, not the product SKU. The same page prints exact US product number 477101000, already governed."
427,LBL-007440,aScope 4 Broncho Single-Use Bronchoscope,Ambu,aScope-4-Broncho-Datasheets.pdf,Flexible bronchoscopy platforms!9,source_evidence_conflicted,PRD-E907C0EB2E,478101000,source_evidence_conflicted,low,source_evidence_conflicted,"LBL value is the datasheet revision/control number, not the product SKU. The same page prints exact US product number 478101000, already governed."
428,620001000US,aScope 5 Broncho Single-Use Bronchoscope,Ambu,aScope-5-Broncho-Datasheets.pdf,pp. 54-57,existing_exact,PRD-362650CAB3,620001000US,existing_exact,high,existing_exact,
429,621001000US,aScope 5 Broncho Single-Use Bronchoscope,Ambu,aScope-5-Broncho-Datasheets.pdf,pp. 54-57,existing_exact,PRD-B5A820BB11,621001000US,existing_exact,high,existing_exact,
430,622001000US,aScope 5 Broncho Single-Use Bronchoscope,Ambu,aScope-5-Broncho-Datasheets.pdf,pp. 54-57,existing_exact,PRD-F60C3305B4,622001000US,existing_exact,high,existing_exact,
431,624001000US,aScope 5 Broncho Single-Use Bronchoscope,Ambu,aScope-5-Broncho-Datasheets.pdf,pp. 54-57,existing_exact,PRD-950BF5E893,624001000US,existing_exact,high,existing_exact,
432,Not stated in source,Ambu aScope 4 Broncho Quick Reference Guide Product,Ambu,aScope_Broncho_Quick_Guide (1).pdf,,existing_family_or_package_variant,,,existing_family_or_package_variant,moderate,existing_family_or_package_variant,Quick-guide family row has no exact SKU; exact governed family configurations already exist.
433,Not stated in source,Ambu aView / aBox Bronchoscopy Display and Processing Unit,Ambu,aScope_Broncho_Quick_Guide.pdf,,existing_family_or_package_variant,,,existing_family_or_package_variant,moderate,existing_family_or_package_variant,Quick-guide family row has no exact SKU; exact governed family configurations already exist.
434,MED-114-FOR,Bronch Biopsy Forceps,Thoracent,Biopsy Forceps - Pulmonary - Thoracent.pdf,Product list 2025!thoracent,existing_alias_or_format_variant,PRD-BA02119C36,MED-114-FOR,existing_alias_or_format_variant,high,existing_alias_or_format_variant,
435,BCC1,BLAKE Cardio Connector,Ethicon / Johnson & Johnson,BLAKE-Drains-Brochure-050018-210310.pdf,Document p. not stated (PDF page 10),irrelevant_to_current_scope,,,generic_postoperative_reservoir_adapter_or_cardiac_connector_not_pleural_specific,high,generic_postoperative_reservoir_adapter_or_cardiac_connector_not_pleural_specific,
436,BCC2,BLAKE Cardio Connector,Ethicon / Johnson & Johnson,BLAKE-Drains-Brochure-050018-210310.pdf,Document p. not stated (PDF page 10),irrelevant_to_current_scope,,,generic_postoperative_reservoir_adapter_or_cardiac_connector_not_pleural_specific,high,generic_postoperative_reservoir_adapter_or_cardiac_connector_not_pleural_specific,
437,BCC3,BLAKE Cardio Connector,Ethicon / Johnson & Johnson,BLAKE-Drains-Brochure-050018-210310.pdf,Document p. not stated (PDF page 10),irrelevant_to_current_scope,,,generic_postoperative_reservoir_adapter_or_cardiac_connector_not_pleural_specific,high,generic_postoperative_reservoir_adapter_or_cardiac_connector_not_pleural_specific,
438,2210,"BLAKE Silicone Drain (Flat, Full, or 3/4-Fluted)",Ethicon / Johnson & Johnson,BLAKE-Drains-Brochure-050018-210310.pdf,Document p. not stated (PDF page 10),existing_exact,PRD-FD3915EF93,2210,exact_identifier,high,exact_identifier,
439,2211,"BLAKE Silicone Drain (Flat, Full, or 3/4-Fluted)",Ethicon / Johnson & Johnson,BLAKE-Drains-Brochure-050018-210310.pdf,Document p. not stated (PDF page 10),new_product_added,PRD-85FA8619AC,2211,proposed_high_confidence_exact_id,high,proposed_high_confidence_exact_id,Proposed addition; not yet applied by this read-only agent.
440,2212,"BLAKE Silicone Drain (Flat, Full, or 3/4-Fluted)",Ethicon / Johnson & Johnson,BLAKE-Drains-Brochure-050018-210310.pdf,Document p. not stated (PDF page 10),new_product_added,PRD-781BCEA88E,2212,proposed_high_confidence_exact_id,high,proposed_high_confidence_exact_id,Proposed addition; not yet applied by this read-only agent.
441,2213,"BLAKE Silicone Drain (Flat, Full, or 3/4-Fluted)",Ethicon / Johnson & Johnson,BLAKE-Drains-Brochure-050018-210310.pdf,Document p. not stated (PDF page 10),new_product_added,PRD-FAEB7ED380,2213,proposed_high_confidence_exact_id,high,proposed_high_confidence_exact_id,Proposed addition; not yet applied by this read-only agent.
442,2214,"BLAKE Silicone Drain (Flat, Full, or 3/4-Fluted)",Ethicon / Johnson & Johnson,BLAKE-Drains-Brochure-050018-210310.pdf,Document p. not stated (PDF page 10),new_product_added,PRD-7CD11761AB,2214,proposed_high_confidence_exact_id,high,proposed_high_confidence_exact_id,Proposed addition; not yet applied by this read-only agent.
443,2215,"BLAKE Silicone Drain (Flat, Full, or 3/4-Fluted)",Ethicon / Johnson & Johnson,BLAKE-Drains-Brochure-050018-210310.pdf,Document p. not stated (PDF page 10),existing_exact,PRD-36D0F6CBA0,2215,exact_identifier,high,exact_identifier,
444,2216,"BLAKE Silicone Drain (Flat, Full, or 3/4-Fluted)",Ethicon / Johnson & Johnson,BLAKE-Drains-Brochure-050018-210310.pdf,Document p. not stated (PDF page 10),new_product_added,PRD-7904481858,2216,proposed_high_confidence_exact_id,high,proposed_high_confidence_exact_id,Proposed addition; not yet applied by this read-only agent.
445,2217,"BLAKE Silicone Drain (Flat, Full, or 3/4-Fluted)",Ethicon / Johnson & Johnson,BLAKE-Drains-Brochure-050018-210310.pdf,Document p. not stated (PDF page 10),new_product_added,PRD-CB680CD69F,2217,proposed_high_confidence_exact_id,high,proposed_high_confidence_exact_id,Proposed addition; not yet applied by this read-only agent.
446,2226,BLAKE Silicone Drain (Round Hubless),Ethicon / Johnson & Johnson,BLAKE-Drains-Brochure-050018-210310.pdf,Document p. not stated (PDF page 10),existing_exact,PRD-27CF357590,2226,exact_identifier,high,exact_identifier,
447,2227,BLAKE Silicone Drain (Round Hubless),Ethicon / Johnson & Johnson,BLAKE-Drains-Brochure-050018-210310.pdf,Document p. not stated (PDF page 10),existing_exact,PRD-2CE58D8A14,2227,exact_identifier,high,exact_identifier,
448,2228,BLAKE Silicone Drain (Round Hubless),Ethicon / Johnson & Johnson,BLAKE-Drains-Brochure-050018-210310.pdf,Document p. not stated (PDF page 10),new_product_added,PRD-971388D340,2228,proposed_high_confidence_exact_id,high,proposed_high_confidence_exact_id,Proposed addition; not yet applied by this read-only agent.
449,2229,BLAKE Silicone Drain (Round Hubless),Ethicon / Johnson & Johnson,BLAKE-Drains-Brochure-050018-210310.pdf,Document p. not stated (PDF page 10),new_product_added,PRD-315E7FA242,2229,proposed_high_confidence_exact_id,high,proposed_high_confidence_exact_id,Proposed addition; not yet applied by this read-only agent.
450,2230,BLAKE Silicone Drain (Round Hubless),Ethicon / Johnson & Johnson,BLAKE-Drains-Brochure-050018-210310.pdf,Document p. not stated (PDF page 10),existing_exact,PRD-1CBA97E863,2230,exact_identifier,high,exact_identifier,
451,2231,BLAKE Silicone Drain (Round Hubless),Ethicon / Johnson & Johnson,BLAKE-Drains-Brochure-050018-210310.pdf,Document p. not stated (PDF page 10),new_product_added,PRD-8EAE6762FF,2231,proposed_high_confidence_exact_id,high,proposed_high_confidence_exact_id,Proposed addition; not yet applied by this read-only agent.
452,2232,BLAKE Silicone Drain (Round Hubless),Ethicon / Johnson & Johnson,BLAKE-Drains-Brochure-050018-210310.pdf,Document p. not stated (PDF page 10),new_product_added,PRD-98EB75029F,2232,proposed_high_confidence_exact_id,high,proposed_high_confidence_exact_id,Proposed addition; not yet applied by this read-only agent.
453,2233,BLAKE Silicone Drain (Round Hubless),Ethicon / Johnson & Johnson,BLAKE-Drains-Brochure-050018-210310.pdf,Document p. not stated (PDF page 10),new_product_added,PRD-BE310A3547,2233,proposed_high_confidence_exact_id,high,proposed_high_confidence_exact_id,Proposed addition; not yet applied by this read-only agent.
454,2234,BLAKE Silicone Drain (Round Hubless),Ethicon / Johnson & Johnson,BLAKE-Drains-Brochure-050018-210310.pdf,Document p. not stated (PDF page 10),new_product_added,PRD-D4EABEA7CA,2234,proposed_high_confidence_exact_id,high,proposed_high_confidence_exact_id,Proposed addition; not yet applied by this read-only agent.
455,2199,J-VAC Drain Adapter,Ethicon / Johnson & Johnson,BLAKE-Drains-Brochure-050018-210310.pdf,Document p. not stated (PDF page 10),irrelevant_to_current_scope,,,generic_postoperative_reservoir_adapter_or_cardiac_connector_not_pleural_specific,high,generic_postoperative_reservoir_adapter_or_cardiac_connector_not_pleural_specific,
456,2209,J-VAC Drain Adapter,Ethicon / Johnson & Johnson,BLAKE-Drains-Brochure-050018-210310.pdf,Document p. not stated (PDF page 10),irrelevant_to_current_scope,,,generic_postoperative_reservoir_adapter_or_cardiac_connector_not_pleural_specific,high,generic_postoperative_reservoir_adapter_or_cardiac_connector_not_pleural_specific,
457,2298,J-VAC Drain Adapter,Ethicon / Johnson & Johnson,BLAKE-Drains-Brochure-050018-210310.pdf,Document p. not stated (PDF page 10),irrelevant_to_current_scope,,,generic_postoperative_reservoir_adapter_or_cardiac_connector_not_pleural_specific,high,generic_postoperative_reservoir_adapter_or_cardiac_connector_not_pleural_specific,
458,2160,J-VAC Suction Reservoir,Ethicon / Johnson & Johnson,BLAKE-Drains-Brochure-050018-210310.pdf,Document p. not stated (PDF page 10),irrelevant_to_current_scope,,,generic_postoperative_reservoir_adapter_or_cardiac_connector_not_pleural_specific,high,generic_postoperative_reservoir_adapter_or_cardiac_connector_not_pleural_specific,
459,2161,J-VAC Suction Reservoir,Ethicon / Johnson & Johnson,BLAKE-Drains-Brochure-050018-210310.pdf,Document p. not stated (PDF page 10),irrelevant_to_current_scope,,,generic_postoperative_reservoir_adapter_or_cardiac_connector_not_pleural_specific,high,generic_postoperative_reservoir_adapter_or_cardiac_connector_not_pleural_specific,
460,2162,J-VAC Suction Reservoir,Ethicon / Johnson & Johnson,BLAKE-Drains-Brochure-050018-210310.pdf,Document p. not stated (PDF page 10),irrelevant_to_current_scope,,,generic_postoperative_reservoir_adapter_or_cardiac_connector_not_pleural_specific,high,generic_postoperative_reservoir_adapter_or_cardiac_connector_not_pleural_specific,
461,2163,J-VAC Suction Reservoir,Ethicon / Johnson & Johnson,BLAKE-Drains-Brochure-050018-210310.pdf,Document p. not stated (PDF page 10),irrelevant_to_current_scope,,,generic_postoperative_reservoir_adapter_or_cardiac_connector_not_pleural_specific,high,generic_postoperative_reservoir_adapter_or_cardiac_connector_not_pleural_specific,
462,G57704,Blue Rhino G2-Multi Percutaneous Tracheostomy Introducer Set/Tray,Cook Medical,Blue Rhino® G2-Multi Percutaneous Tracheostomy Introducer Sets and Trays _ Cook Medical.pdf,Document p. 6/66 (PDF page 6),existing_exact,PRD-8446D3EB4E,G57704,exact_identifier,high,exact_identifier,
463,G57706,Blue Rhino G2-Multi Percutaneous Tracheostomy Introducer Set/Tray,Cook Medical,Blue Rhino® G2-Multi Percutaneous Tracheostomy Introducer Sets and Trays _ Cook Medical.pdf,Document p. 9/66 (PDF page 9),existing_exact,PRD-C4C8CC5CF5,G57706,exact_identifier,high,exact_identifier,
464,G57716,Blue Rhino G2-Multi Percutaneous Tracheostomy Introducer Set/Tray,Cook Medical,Blue Rhino® G2-Multi Percutaneous Tracheostomy Introducer Sets and Trays _ Cook Medical.pdf,Document p. 12/66 (PDF page 12),new_product_added,PRD-320FF77256,G57716,proposed_high_confidence_exact_id,high,proposed_high_confidence_exact_id,Proposed addition; not yet applied by this read-only agent.
465,G57717,Blue Rhino G2-Multi Percutaneous Tracheostomy Introducer Set/Tray,Cook Medical,Blue Rhino® G2-Multi Percutaneous Tracheostomy Introducer Sets and Trays _ Cook Medical.pdf,Document p. 16/66 (PDF page 16),new_product_added,PRD-B027947191,G57717,proposed_high_confidence_exact_id,high,proposed_high_confidence_exact_id,Proposed addition; not yet applied by this read-only agent.
466,G57718,Blue Rhino G2-Multi Percutaneous Tracheostomy Introducer Set/Tray,Cook Medical,Blue Rhino® G2-Multi Percutaneous Tracheostomy Introducer Sets and Trays _ Cook Medical.pdf,Document p. 19/66 (PDF page 19),new_product_added,PRD-C61336D16B,G57718,proposed_high_confidence_exact_id,high,proposed_high_confidence_exact_id,Proposed addition; not yet applied by this read-only agent.
467,C-PTISY-100-HC-G- NA,"Instructions MR Loading Dilator(s) Tracheostomy Tub - N/A; 7.5, 8.5, 9.0; Not included Cookie Settings",Cook Medical,Blue Rhino® G2-Multi Percutaneous Tracheostomy Introducer Sets and Trays _ Cook Medical.pdf,Document p. 2/66 (PDF page 2),existing_alias_or_format_variant,PRD-6AAA7898E9,G57703,official_reference_part_number_maps_to_existing_order_number,high,official_reference_part_number_maps_to_existing_order_number,
468,G57703,"Instructions MR Loading Dilator(s) Tracheostomy Tub - N/A; 7.5, 8.5, 9.0; Not included Cookie Settings",Cook Medical,Blue Rhino® G2-Multi Percutaneous Tracheostomy Introducer Sets and Trays _ Cook Medical.pdf,Document p. 2/66 (PDF page 2),existing_exact,PRD-6AAA7898E9,G57703,exact_identifier,high,exact_identifier,
469,02841S,DUMON BD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-7C4A3CE094,02841S,existing_exact,high,existing_exact,
470,03721S,DUMON BD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-E04E24D3CD,03721S,existing_exact,high,existing_exact,
471,03741S,DUMON BD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-B226B5873B,03741S,existing_exact,high,existing_exact,
472,03761S,DUMON BD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-3D383F0834,03761S,existing_exact,high,existing_exact,
473,03781S,DUMON BD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-7C4B36F5CB,03781S,existing_exact,high,existing_exact,
474,03801S,DUMON BD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-A9C2F393B9,03801S,existing_exact,high,existing_exact,
475,03821S,DUMON BD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-231DEF421E,03821S,existing_exact,high,existing_exact,
476,03841S,DUMON BD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-5AD92B5438,03841S,existing_exact,high,existing_exact,
477,03861S,DUMON BD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-241E54356E,03861S,existing_exact,high,existing_exact,
478,03881S,DUMON BD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-42804464C2,03881S,existing_exact,high,existing_exact,
479,03901S,DUMON BD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-408A683593,03901S,existing_exact,high,existing_exact,
480,03921S,DUMON BD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-CEFAA61748,03921S,existing_exact,high,existing_exact,
481,03961S,DUMON BD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-D76BFAD4AA,03961S,existing_exact,high,existing_exact,
482,03981S,DUMON BD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-66935DEE7B,03981S,existing_exact,high,existing_exact,
483,04001S,DUMON BD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-15E6B259A7,04001S,existing_exact,high,existing_exact,
484,04021S,DUMON BD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-2E1A3E4B68,04021S,existing_exact,high,existing_exact,
485,04041S,DUMON BD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-3FF143180F,04041S,existing_exact,high,existing_exact,
486,04051S,DUMON BD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-48CBAB53FF,04051S,existing_exact,high,existing_exact,
487,04341S,DUMON BD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-457AC85266,04341S,existing_exact,high,existing_exact,
488,04371S,DUMON BD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-9CE6425CE0,04371S,existing_exact,high,existing_exact,
489,04391S,DUMON BD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-863ABAE464,04391S,existing_exact,high,existing_exact,
490,04411S,DUMON BD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-65A15D079A,04411S,existing_exact,high,existing_exact,
491,04421S,DUMON BD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-5ACC570E45,04421S,existing_exact,high,existing_exact,
492,09011S,DUMON ST Hourglass Silicone Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,p. 14,existing_exact,PRD-70B22ED90D,09011S,existing_exact,high,existing_exact,
493,09031S,DUMON ST Hourglass Silicone Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,p. 14,existing_exact,PRD-D630FEC072,09031S,existing_exact,high,existing_exact,
494,09041S,DUMON ST Hourglass Silicone Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,p. 14,existing_exact,PRD-32BD35D821,09041S,existing_exact,high,existing_exact,
495,09051S,DUMON ST Hourglass Silicone Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,p. 14,existing_exact,PRD-CB29EF7937,09051S,existing_exact,high,existing_exact,
496,03001S,DUMON TD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-F0279D2028,03001S,existing_exact,high,existing_exact,
497,03021S,DUMON TD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-F63C06E063,03021S,existing_exact,high,existing_exact,
498,03041S,DUMON TD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-FCAC63DE74,03041S,existing_exact,high,existing_exact,
499,03061S,DUMON TD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-5A54E4A232,03061S,existing_exact,high,existing_exact,
500,03081S,DUMON TD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-DA69A8016A,03081S,existing_exact,high,existing_exact,
501,03101S,DUMON TD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-1339050168,03101S,existing_exact,high,existing_exact,
502,03121S,DUMON TD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-81E1C78F57,03121S,existing_exact,high,existing_exact,
503,03141S,DUMON TD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-E13F890A8D,03141S,existing_exact,high,existing_exact,
504,03161S,DUMON TD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-E03ACFD7C6,03161S,existing_exact,high,existing_exact,
505,03181S,DUMON TD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-9FDA372767,03181S,existing_exact,high,existing_exact,
506,03201S,DUMON TD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-24BB958E53,03201S,existing_exact,high,existing_exact,
507,03221S,DUMON TD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-35D1C951DD,03221S,existing_exact,high,existing_exact,
508,03231S,DUMON TD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-8C4F3E180E,03231S,existing_exact,high,existing_exact,
509,03261S,DUMON TD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-7C94BF3D70,03261S,existing_exact,high,existing_exact,
510,03281S,DUMON TD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-50F36C0CF9,03281S,existing_exact,high,existing_exact,
511,03301S,DUMON TD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-57CB9C3B69,03301S,existing_exact,high,existing_exact,
512,03321S,DUMON TD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-0B65831FF3,03321S,existing_exact,high,existing_exact,
513,03341S,DUMON TD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-69CC9C6D05,03341S,existing_exact,high,existing_exact,
514,03381S,DUMON TD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-246C3ADE5E,03381S,existing_exact,high,existing_exact,
515,03401S,DUMON TD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-861D4EA14A,03401S,existing_exact,high,existing_exact,
516,03421S,DUMON TD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-128B8E1F80,03421S,existing_exact,high,existing_exact,
517,03441S,DUMON TD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-5955133BB7,03441S,existing_exact,high,existing_exact,
518,03461S,DUMON TD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-1C368932FF,03461S,existing_exact,high,existing_exact,
519,03491S,DUMON TD Silicone Airway Stent,Novatech,BMP-MR-PCA-Interventional_Pulmonology_EN.pdf,pp. 12-13,existing_exact,PRD-F2F9633FBF,03491S,existing_exact,high,existing_exact,
