review_batch_id,review_batch_manufacturer,review_batch_product_count,input_row_numbers,product_id,manufacturer_id,manufacturer,catalog_number,product_name,brand_family,primary_category,subcategory,product_kind,role_code,verification_grade,visibility_state,evidence,strongest_duplicate_candidates,duplicate_rejection
B04-efer,EFER,54,900,PRD-12E92BF8EC,MFR-32A7012B17,EFER,BT2105-3,"Adult bronchial bronchoscope tube, 8.0/7.0 mm, 36 cm",,Rigid bronchoscopy,Rigid bronchoscope tube,,RIGID_BRONCHOSCOPE_BARREL,verified_source,hidden,SRC080: Document p. 8 (PDF page 5),"No matching EFER catalog number; existing EFER BB2401-3, BD2410-3, and BX-5500-FA are distinct components",No same-manufacturer exact catalog-number match; related products are distinct orderable configurations.
B05-ethicon,Ethicon,12,439,PRD-85FA8619AC,MFR-BC7F6D9790,Ethicon,2211,"BLAKE Silicone Drain — flat 7 mm, full-fluted",,Pleural procedures,Post-operative surgical drain,,CHEST_TUBE_SURGICAL,verified_source,hidden,SRC073: Document p. not stated (PDF page 10),"Existing BLAKE 2210/2215/2226/2227/2230 products differ by drain geometry, size, fluting, or trocar",No same-manufacturer exact catalog-number match; related products are distinct orderable configurations.
B05-ethicon,Ethicon,12,440,PRD-781BCEA88E,MFR-BC7F6D9790,Ethicon,2212,"BLAKE Silicone Drain — flat 7 mm, full-fluted, 3/16 in trocar",,Pleural procedures,Post-operative surgical drain,,CHEST_TUBE_SURGICAL,verified_source,hidden,SRC073: Document p. not stated (PDF page 10),"Existing BLAKE 2210/2215/2226/2227/2230 products differ by drain geometry, size, fluting, or trocar",No same-manufacturer exact catalog-number match; related products are distinct orderable configurations.
B05-ethicon,Ethicon,12,441,PRD-FAEB7ED380,MFR-BC7F6D9790,Ethicon,2213,"BLAKE Silicone Drain — flat 10 mm, three-quarter-fluted",,Pleural procedures,Post-operative surgical drain,,CHEST_TUBE_SURGICAL,verified_source,hidden,SRC073: Document p. not stated (PDF page 10),"Existing BLAKE 2210/2215/2226/2227/2230 products differ by drain geometry, size, fluting, or trocar",No same-manufacturer exact catalog-number match; related products are distinct orderable configurations.
B05-ethicon,Ethicon,12,442,PRD-7CD11761AB,MFR-BC7F6D9790,Ethicon,2214,"BLAKE Silicone Drain — flat 10 mm, full-fluted",,Pleural procedures,Post-operative surgical drain,,CHEST_TUBE_SURGICAL,verified_source,hidden,SRC073: Document p. not stated (PDF page 10),"Existing BLAKE 2210/2215/2226/2227/2230 products differ by drain geometry, size, fluting, or trocar",No same-manufacturer exact catalog-number match; related products are distinct orderable configurations.
B05-ethicon,Ethicon,12,444,PRD-7904481858,MFR-BC7F6D9790,Ethicon,2216,"BLAKE Silicone Drain — flat 7 mm, three-quarter-fluted, 3/16 in trocar",,Pleural procedures,Post-operative surgical drain,,CHEST_TUBE_SURGICAL,verified_source,hidden,SRC073: Document p. not stated (PDF page 10),"Existing BLAKE 2210/2215/2226/2227/2230 products differ by drain geometry, size, fluting, or trocar",No same-manufacturer exact catalog-number match; related products are distinct orderable configurations.
B05-ethicon,Ethicon,12,445,PRD-CB680CD69F,MFR-BC7F6D9790,Ethicon,2217,"BLAKE Silicone Drain — flat 10 mm, three-quarter-fluted, 3/16 in trocar",,Pleural procedures,Post-operative surgical drain,,CHEST_TUBE_SURGICAL,verified_source,hidden,SRC073: Document p. not stated (PDF page 10),"Existing BLAKE 2210/2215/2226/2227/2230 products differ by drain geometry, size, fluting, or trocar",No same-manufacturer exact catalog-number match; related products are distinct orderable configurations.
B05-ethicon,Ethicon,12,448,PRD-971388D340,MFR-BC7F6D9790,Ethicon,2228,BLAKE Silicone Drain — round 15 Fr,,Pleural procedures,Post-operative surgical drain,,CHEST_TUBE_SURGICAL,verified_source,hidden,SRC073: Document p. not stated (PDF page 10),"Existing BLAKE 2210/2215/2226/2227/2230 products differ by drain geometry, size, fluting, or trocar",No same-manufacturer exact catalog-number match; related products are distinct orderable configurations.
B05-ethicon,Ethicon,12,449,PRD-315E7FA242,MFR-BC7F6D9790,Ethicon,2229,"BLAKE Silicone Drain — round 15 Fr, 3/16 in trocar",,Pleural procedures,Post-operative surgical drain,,CHEST_TUBE_SURGICAL,verified_source,hidden,SRC073: Document p. not stated (PDF page 10),"Existing BLAKE 2210/2215/2226/2227/2230 products differ by drain geometry, size, fluting, or trocar",No same-manufacturer exact catalog-number match; related products are distinct orderable configurations.
B05-ethicon,Ethicon,12,451,PRD-8EAE6762FF,MFR-BC7F6D9790,Ethicon,2231,"BLAKE Silicone Drain — round 19 Fr, 1/4 in trocar",,Pleural procedures,Post-operative surgical drain,,CHEST_TUBE_SURGICAL,verified_source,hidden,SRC073: Document p. not stated (PDF page 10),"Existing BLAKE 2210/2215/2226/2227/2230 products differ by drain geometry, size, fluting, or trocar",No same-manufacturer exact catalog-number match; related products are distinct orderable configurations.
B05-ethicon,Ethicon,12,452,PRD-98EB75029F,MFR-BC7F6D9790,Ethicon,2232,"BLAKE Silicone Drain — round 19 Fr, 1/4 in bendable trocar",,Pleural procedures,Post-operative surgical drain,,CHEST_TUBE_SURGICAL,verified_source,hidden,SRC073: Document p. not stated (PDF page 10),"Existing BLAKE 2210/2215/2226/2227/2230 products differ by drain geometry, size, fluting, or trocar",No same-manufacturer exact catalog-number match; related products are distinct orderable configurations.
B05-ethicon,Ethicon,12,453,PRD-BE310A3547,MFR-BC7F6D9790,Ethicon,2233,"BLAKE Silicone Drain — round 15 Fr, 3/16 in bendable trocar",,Pleural procedures,Post-operative surgical drain,,CHEST_TUBE_SURGICAL,verified_source,hidden,SRC073: Document p. not stated (PDF page 10),"Existing BLAKE 2210/2215/2226/2227/2230 products differ by drain geometry, size, fluting, or trocar",No same-manufacturer exact catalog-number match; related products are distinct orderable configurations.
B05-ethicon,Ethicon,12,454,PRD-D4EABEA7CA,MFR-BC7F6D9790,Ethicon,2234,BLAKE Silicone Drain — round 24 Fr,,Pleural procedures,Post-operative surgical drain,,CHEST_TUBE_SURGICAL,verified_source,hidden,SRC073: Document p. not stated (PDF page 10),"Existing BLAKE 2210/2215/2226/2227/2230 products differ by drain geometry, size, fluting, or trocar",No same-manufacturer exact catalog-number match; related products are distinct orderable configurations.
B06-fujifilm,FUJIFILM,1,833,PRD-6792EF1447,MFR-DF7E28B2EB,FUJIFILM,EB-530XT,FUJIFILM EB-530XT Video Bronchoscope,FUJIFILM,Bronchoscopy platform,Flexible video bronchoscope,,FLEX_SCOPE_THERAPEUTIC,verified_source,hidden,"SRC051: PDF page index 20; printed p. 20, EB-530XT VIDEO BRONCHOSCOPE specifications","PRD-48C4E1CC20 / EB-530T (different 5.8 mm distal, 2.8 mm channel model); PRD-978B2478DC / EB-710XT (different exact 700-series model)","Exact model identity and 6.2 mm distal/6.3 mm insertion/3.2 mm channel/600 mm working length are printed in the official pulmonology brochure. Earlier generator comments omitted it solely for lack of GUDID; this brief expressly makes exact manufacturer-brochure identity sufficient, with market status handled separately. Reuse SRC051."
B07-karl-storz,Karl Storz,127,1564,PRD-83188CF097,MFR-12BAB1E48C,Karl Storz,10339DD,"DOESEL-HUZLY Bronchoscope, Size 3.5, 26 cm",KARL STORZ THORAX,Rigid bronchoscopy,Pediatric rigid bronchoscope,,RIGID_BRONCHOSCOPE_BARREL,verified_source,hidden,SRC087: Document p. 71 (PDF page 79),"PRD-F1D5F37924|10318BK|Universal Rigid Bronchoscope Size 8.5; PRD-5D0F775ADC|10318D|Universal Bronchoscope, Distal Illumination, Size 6.5; PRD-6707AC67D1|10318B|Universal Bronchoscope, Distal Illumination, Size 8.5","No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1565,PRD-DD1F7503DE,MFR-12BAB1E48C,Karl Storz,10339GG,"DOESEL-HUZLY Bronchoscope, Size 3.7, 26 cm",KARL STORZ THORAX,Rigid bronchoscopy,Pediatric rigid bronchoscope,,RIGID_BRONCHOSCOPE_BARREL,verified_source,hidden,SRC087: Document p. 71 (PDF page 79),"PRD-F1D5F37924|10318BK|Universal Rigid Bronchoscope Size 8.5; PRD-5D0F775ADC|10318D|Universal Bronchoscope, Distal Illumination, Size 6.5; PRD-6707AC67D1|10318B|Universal Bronchoscope, Distal Illumination, Size 8.5","No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1579,PRD-973AB2950C,MFR-12BAB1E48C,Karl Storz,13250KM,"Flexible Round Spoon Biopsy Forceps with Spike, 2.3 mm x 120 cm",KARL STORZ THORAX,Sampling,Flexible biopsy forceps,,BIOPSY_FORCEPS_FLEX,verified_source,hidden,SRC087: Document p. 100 (PDF page 108),PRD-ABB6EC1153|10370M|Malleable Round Spoon Biopsy Forceps; PRD-615CDFB8AB|10358A|Flexible Spoon Biopsy Forceps; PRD-02641F9166|10371L|Round Spoon Biopsy Forceps,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1580,PRD-EA9341925D,MFR-12BAB1E48C,Karl Storz,13250KP,"Flexible Oval Spoon Biopsy Forceps with Spike, 2.3 mm x 120 cm",KARL STORZ THORAX,Sampling,Flexible biopsy forceps,,BIOPSY_FORCEPS_FLEX,verified_source,hidden,SRC087: Document p. 100 (PDF page 108),PRD-615CDFB8AB|10358A|Flexible Spoon Biopsy Forceps; PRD-ABB6EC1153|10370M|Malleable Round Spoon Biopsy Forceps; PRD-F9A98419EA|10358B|Flexible Small Biopsy Forceps,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1581,PRD-48514A48DF,MFR-12BAB1E48C,Karl Storz,13252KT,"Flexible Round Alligator Grasping Forceps, 2.3 mm x 120 cm",KARL STORZ THORAX,Retrieval,Flexible grasping forceps,,FOREIGN_BODY_FORCEPS_FLEX,verified_source,hidden,SRC087: Document p. 100 (PDF page 108),PRD-F9A98419EA|10358B|Flexible Small Biopsy Forceps; PRD-DF989CBDCB|10436|Straight Aspiration Biopsy Needle 1.6 mm x 47 cm; PRD-ABB6EC1153|10370M|Malleable Round Spoon Biopsy Forceps,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1582,PRD-74CAC5AA0A,MFR-12BAB1E48C,Karl Storz,11301HH,Adaptor for BHT Cleaning Machines,KARL STORZ THORAX,Reprocessing,Washer-disinfector leakage-test adapter,,,verified_source,hidden,SRC087: Document p. 55 (PDF page 63),PRD-D0E745FF62|10316LR|Respirator Adapter for GRONINGEN Tracheoscope; PRD-526F08F11A|10479B|Adapter for 7 Fr Suction Catheter; PRD-57C0ED84C2|10479C|Adapter for 6 Fr Suction Catheter,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1583,PRD-3A1A155D08,MFR-12BAB1E48C,Karl Storz,11301BM,"Adaptor for Leakage Test, Belimed Washer-Disinfectors",KARL STORZ THORAX,Reprocessing,Washer-disinfector leakage-test adapter,,,verified_source,hidden,SRC087: Document p. 54 (PDF page 62),PRD-D0E745FF62|10316LR|Respirator Adapter for GRONINGEN Tracheoscope; PRD-481074A513|10388A|Sponge Holder for Sterile Smears; PRD-526F08F11A|10479B|Adapter for 7 Fr Suction Catheter,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1592,PRD-F4C019AE18,MFR-12BAB1E48C,Karl Storz,11003MA,"Flexible Oval Biopsy Forceps, 1 mm x 110 cm",KARL STORZ THORAX,Sampling,Flexible biopsy forceps,,BIOPSY_FORCEPS_FLEX,verified_source,hidden,SRC087: Document p. 50 (PDF page 58),PRD-F9A98419EA|10358B|Flexible Small Biopsy Forceps; PRD-615CDFB8AB|10358A|Flexible Spoon Biopsy Forceps; PRD-ABB6EC1153|10370M|Malleable Round Spoon Biopsy Forceps,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1593,PRD-75564978F2,MFR-12BAB1E48C,Karl Storz,13250KL,"Flexible Round Spoon Biopsy Forceps, 2.3 mm x 120 cm",KARL STORZ THORAX,Sampling,Flexible biopsy forceps,,BIOPSY_FORCEPS_FLEX,verified_source,hidden,SRC087: Document p. 52 (PDF page 60),PRD-ABB6EC1153|10370M|Malleable Round Spoon Biopsy Forceps; PRD-615CDFB8AB|10358A|Flexible Spoon Biopsy Forceps; PRD-02641F9166|10371L|Round Spoon Biopsy Forceps,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1594,PRD-191CF14386,MFR-12BAB1E48C,Karl Storz,11001KM,"Flexible Round Spoon Biopsy Forceps with Spike, 1.8 mm x 120 cm",KARL STORZ THORAX,Sampling,Flexible biopsy forceps,,BIOPSY_FORCEPS_FLEX,verified_source,hidden,SRC087: Document p. 52 (PDF page 60),PRD-ABB6EC1153|10370M|Malleable Round Spoon Biopsy Forceps; PRD-615CDFB8AB|10358A|Flexible Spoon Biopsy Forceps; PRD-02641F9166|10371L|Round Spoon Biopsy Forceps,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1595,PRD-C665E88A51,MFR-12BAB1E48C,Karl Storz,11001KN,"Flexible Oval Spoon Biopsy Forceps, 1.8 mm x 120 cm",KARL STORZ THORAX,Sampling,Flexible biopsy forceps,,BIOPSY_FORCEPS_FLEX,verified_source,hidden,SRC087: Document p. 52 (PDF page 60),PRD-615CDFB8AB|10358A|Flexible Spoon Biopsy Forceps; PRD-F9A98419EA|10358B|Flexible Small Biopsy Forceps; PRD-ABB6EC1153|10370M|Malleable Round Spoon Biopsy Forceps,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1596,PRD-83EDFED017,MFR-12BAB1E48C,Karl Storz,11001KP,"Flexible Oval Spoon Biopsy Forceps with Spike, 1.8 mm x 120 cm",KARL STORZ THORAX,Sampling,Flexible biopsy forceps,,BIOPSY_FORCEPS_FLEX,verified_source,hidden,SRC087: Document p. 52 (PDF page 60),PRD-615CDFB8AB|10358A|Flexible Spoon Biopsy Forceps; PRD-ABB6EC1153|10370M|Malleable Round Spoon Biopsy Forceps; PRD-F9A98419EA|10358B|Flexible Small Biopsy Forceps,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1597,PRD-5BD9239FCA,MFR-12BAB1E48C,Karl Storz,11001KL,"Flexible Round Spoon Biopsy Forceps, 1.8 mm x 120 cm",KARL STORZ THORAX,Sampling,Flexible biopsy forceps,,BIOPSY_FORCEPS_FLEX,verified_source,hidden,SRC087: Document p. 50 (PDF page 58),PRD-ABB6EC1153|10370M|Malleable Round Spoon Biopsy Forceps; PRD-615CDFB8AB|10358A|Flexible Spoon Biopsy Forceps; PRD-02641F9166|10371L|Round Spoon Biopsy Forceps,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1605,PRD-2F7137B1CB,MFR-12BAB1E48C,Karl Storz,11001BN,"Broncho-Fiberscope for Adults, 5 mm x 54 cm",KARL STORZ THORAX,Flexible bronchoscopy,Reusable broncho-fiberscope,,FLEX_SCOPE_DIAGNOSTIC,verified_source,hidden,SRC087: Document p. 48 (PDF page 56),"PRD-17DB23EBC0|10452B|Bronchial Atomizer, 40 cm; PRD-99BC8714FF|10452A|Bronchial Atomizer, 50 cm; PRD-33120D5BE2|10318GL|Full Lumen Operating Bronchoscope for Stent Application","No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1606,PRD-122BC52117,MFR-12BAB1E48C,Karl Storz,11002BD,"Broncho-Fiberscope for Children, 3.7 mm x 54 cm",KARL STORZ THORAX,Flexible bronchoscopy,Reusable broncho-fiberscope,,FLEX_SCOPE_DIAGNOSTIC,verified_source,hidden,SRC087: Document p. 48 (PDF page 56),"PRD-17DB23EBC0|10452B|Bronchial Atomizer, 40 cm; PRD-99BC8714FF|10452A|Bronchial Atomizer, 50 cm; PRD-5D0F775ADC|10318D|Universal Bronchoscope, Distal Illumination, Size 6.5","No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1607,PRD-6877EA4AE6,MFR-12BAB1E48C,Karl Storz,11003BC,"Broncho-Fiberscope, 2.8 mm x 54 cm",KARL STORZ THORAX,Flexible bronchoscopy,Reusable broncho-fiberscope,,FLEX_SCOPE_DIAGNOSTIC,verified_source,hidden,SRC087: Document p. 48 (PDF page 56),"PRD-17DB23EBC0|10452B|Bronchial Atomizer, 40 cm; PRD-99BC8714FF|10452A|Bronchial Atomizer, 50 cm; PRD-2F1A67DE53|10438|Angled Aspiration Biopsy Needle 1.6 mm x 47 cm","No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1608,PRD-D5ED3DC515,MFR-12BAB1E48C,Karl Storz,11004BC,"Broncho-Fiberscope, 6.4 mm x 54 cm",KARL STORZ THORAX,Flexible bronchoscopy,Reusable broncho-fiberscope,,FLEX_SCOPE_DIAGNOSTIC,verified_source,hidden,SRC087: Document p. 48 (PDF page 56),"PRD-17DB23EBC0|10452B|Bronchial Atomizer, 40 cm; PRD-99BC8714FF|10452A|Bronchial Atomizer, 50 cm; PRD-8A19FB9627|10434A|HUZLY Suction Tube 4 mm x 50 cm","No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1609,PRD-0BB7A3887E,MFR-12BAB1E48C,Karl Storz,11005BC,"Broncho-Fiberscope for Examining Segmental Bronchi, 2.8 mm x 70 cm",KARL STORZ THORAX,Flexible bronchoscopy,Reusable broncho-fiberscope,,FLEX_SCOPE_DIAGNOSTIC,verified_source,hidden,SRC087: Document p. 48 (PDF page 56),PRD-33120D5BE2|10318GL|Full Lumen Operating Bronchoscope for Stent Application; PRD-B99F53FBC5|10318ER|Full Lumen Operating Bronchoscope for Stent Application; PRD-481074A513|10388A|Sponge Holder for Sterile Smears,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1610,PRD-2B86C32C8A,MFR-12BAB1E48C,Karl Storz,11009BC,"Broncho-Fiberscope, 5.6 mm x 54 cm",KARL STORZ THORAX,Flexible bronchoscopy,Reusable broncho-fiberscope,,FLEX_SCOPE_DIAGNOSTIC,verified_source,hidden,SRC087: Document p. 48 (PDF page 56),"PRD-17DB23EBC0|10452B|Bronchial Atomizer, 40 cm; PRD-99BC8714FF|10452A|Bronchial Atomizer, 50 cm; PRD-2F1A67DE53|10438|Angled Aspiration Biopsy Needle 1.6 mm x 47 cm","No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1611,PRD-1D8D1AF28C,MFR-12BAB1E48C,Karl Storz,11001BI,"Autofluorescence Broncho-Fiberscope, 5 mm x 54 cm",KARL STORZ THORAX,Flexible bronchoscopy,Autofluorescence broncho-fiberscope,,FLEX_SCOPE_DIAGNOSTIC,verified_source,hidden,SRC087: Document p. 98 (PDF page 106),PRD-71D13E3955|10318FL|Full Lumen Operating Bronchoscope; PRD-33120D5BE2|10318GL|Full Lumen Operating Bronchoscope for Stent Application; PRD-B99F53FBC5|10318ER|Full Lumen Operating Bronchoscope for Stent Application,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1612,PRD-B734D0D7DA,MFR-12BAB1E48C,Karl Storz,11004BI,"Autofluorescence Broncho-Fiberscope, 6.4 mm x 54 cm",KARL STORZ THORAX,Flexible bronchoscopy,Autofluorescence broncho-fiberscope,,FLEX_SCOPE_DIAGNOSTIC,verified_source,hidden,SRC087: Document p. 98 (PDF page 106),PRD-71D13E3955|10318FL|Full Lumen Operating Bronchoscope; PRD-33120D5BE2|10318GL|Full Lumen Operating Bronchoscope for Stent Application; PRD-B99F53FBC5|10318ER|Full Lumen Operating Bronchoscope for Stent Application,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1613,PRD-40955508D7,MFR-12BAB1E48C,Karl Storz,11009BI,"Autofluorescence Broncho-Fiberscope, 5.6 mm x 54 cm",KARL STORZ THORAX,Flexible bronchoscopy,Autofluorescence broncho-fiberscope,,FLEX_SCOPE_DIAGNOSTIC,verified_source,hidden,SRC087: Document p. 98 (PDF page 106),PRD-71D13E3955|10318FL|Full Lumen Operating Bronchoscope; PRD-33120D5BE2|10318GL|Full Lumen Operating Bronchoscope for Stent Application; PRD-B99F53FBC5|10318ER|Full Lumen Operating Bronchoscope for Stent Application,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1614,PRD-7214C74DFE,MFR-12BAB1E48C,Karl Storz,11007BS,"Cytology Brush Assembly, 1.7 mm x 80 cm",KARL STORZ THORAX,Sampling,Pulmonary cytology brush,,CYTOLOGY_BRUSH,verified_source,hidden,SRC087: Document p. 53 (PDF page 61),"PRD-DF989CBDCB|10436|Straight Aspiration Biopsy Needle 1.6 mm x 47 cm; PRD-F00EF2568E|10540|TONN Stent Applicator 8-13 mm, max 10 cm; PRD-BB11C206A4|10520|TONN Stent Applicator 14-18 mm, max 10 cm","No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1615,PRD-AA2564FB7E,MFR-12BAB1E48C,Karl Storz,11007E,"Replacement Cytology Brushes, Pack of 10",KARL STORZ THORAX,Sampling,Pulmonary cytology brush,,CYTOLOGY_BRUSH,verified_source,hidden,SRC087: Document p. 53 (PDF page 61),"PRD-D7A7620198|10478D|Suction Catheter 5 Fr, Pack of 6; PRD-129E6C270A|10432ED|Single-Use Plastic Collection Device, Pack of 100; PRD-212BC58910|10386B|Foreign Body Basket, 35 cm","No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1616,PRD-449C642234,MFR-12BAB1E48C,Karl Storz,10770B,"Flexible Button Electrode, 1.7 mm x 80 cm",KARL STORZ THORAX,Therapeutic bronchoscopy,Flexible electrosurgery electrode,,,verified_source,hidden,SRC087: Document p. 53 (PDF page 61),"PRD-F00EF2568E|10540|TONN Stent Applicator 8-13 mm, max 10 cm; PRD-BB11C206A4|10520|TONN Stent Applicator 14-18 mm, max 10 cm; PRD-DADAA6184C|10550|TONN Stent Applicator 9-12 mm, max 6 cm","No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1662,PRD-2FBA3476D5,MFR-12BAB1E48C,Karl Storz,11008E,"Flexible Suction Catheter, 5 Fr, without Adaptor",KARL STORZ THORAX,Flexible bronchoscopy,Flexible suction catheter,,,verified_source,hidden,SRC087: Document p. 54 (PDF page 62),PRD-28C10C5EE9|10468D|Suction Catheter 5 Fr with Adapter; PRD-9188CC0F47|10468B|Suction Catheter 7 Fr with Adapter; PRD-C0C6302286|10468C|Suction Catheter 6 Fr with Adapter,"No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1669,PRD-1F9120ECB0,MFR-12BAB1E48C,Karl Storz,27651AK,"Flexible Cleaning Brush, 2 mm x 75 cm",KARL STORZ THORAX,Reprocessing,Cleaning brush,,ENDOSCOPE_CLEANING_BRUSH,verified_source,hidden,SRC087: Document p. 51 (PDF page 59),"PRD-0EA65ED2D3|40120NL|Flexible Cannula, No Valve; PRD-247C9B978C|40120NAL|Flexible Trocar with Blunt Tip, No Valve; PRD-06811F5515|10434B|HUZLY Suction Tube 3 mm x 35 cm","No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1670,PRD-F08EF9B50F,MFR-12BAB1E48C,Karl Storz,27651AL,"Flexible Cleaning Brush, 2 mm x 150 cm",KARL STORZ THORAX,Reprocessing,Cleaning brush,,ENDOSCOPE_CLEANING_BRUSH,verified_source,hidden,SRC087: Document p. 51 (PDF page 59),"PRD-0EA65ED2D3|40120NL|Flexible Cannula, No Valve; PRD-8A19FB9627|10434A|HUZLY Suction Tube 4 mm x 50 cm; PRD-247C9B978C|40120NAL|Flexible Trocar with Blunt Tip, No Valve","No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
B07-karl-storz,Karl Storz,127,1671,PRD-A1B3741E75,MFR-12BAB1E48C,Karl Storz,27651B,"Flexible Cleaning Brush, 3 mm x 100 cm",KARL STORZ THORAX,Reprocessing,Cleaning brush,,ENDOSCOPE_CLEANING_BRUSH,verified_source,hidden,SRC087: Document p. 51 (PDF page 59),"PRD-0EA65ED2D3|40120NL|Flexible Cannula, No Valve; PRD-247C9B978C|40120NAL|Flexible Trocar with Blunt Tip, No Valve; PRD-8A19FB9627|10434A|HUZLY Suction Tube 4 mm x 50 cm","No current same-manufacturer exact catalog-number match exists. The cited related family or configuration candidates use different official article numbers, sizes, components, or configurations; the authoritative THORAX catalog page supports this distinct exact identity."
