product_id,manufacturer,product_name,catalog_number,model_number,research_state,confidence,identity_match_method,rationale,official_fda_evidence_summary,official_manufacturer_evidence_summary,official_fda_safety_action_summary,safety_search_status,safety_action_state,safety_action_scope,safety_action_references,visibility_review_eligibility,conflicts,source_links,proposed_human_review_disposition,reviewer_decision,reviewer_rationale,second_review_required,second_review_decision,second_review_rationale,canonical_change_applied
PRD-2D687D6E32,Verathon,BFlex 2 Regular 5.0 Single-Use Bronchoscope,BFlex 2 Regular 5.0,,identity_unresolved,low,family_or_name_only,Identity method: family_or_name_only. UDI assessment: no_exact_result. Manufacturer finding: family_only_current. Plausible records could not be tied conservatively to the exact catalog product.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: family_only_current; exact source: false.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://www.verathon.com/single-use-bronchoscopes|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2200879123008565%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22BFLEX+2+REGULAR+5.0%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2200879123008565%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22BFLEX+2+REGULAR+5.0%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2200879123008565%22&limit=100,keep_hidden_identity_unresolved,pending,,false,,,false
PRD-2FAFEA973E,Verathon,GlideScope Core 15,GlideScope Core 15,,identity_unresolved,low,family_or_name_only,Identity method: family_or_name_only. UDI assessment: no_exact_result. Manufacturer finding: family_only_current. Plausible records could not be tied conservatively to the exact catalog product.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: family_only_current; exact source: false.,"Safety search: searched; action state: active_exact_product_action; scope: unknown; review eligibility: not_applicable. Z-2021-2024 (event 94547, Class II, status Ongoing / Open, Classified, initiated 2024-04-29, matched 00879123006639, reported by device_enforcement and device_recall). A safety action is not discontinuation evidence.",searched,active_exact_product_action,unknown,Z-2021-2024 (event 94547),not_applicable,,https://www.verathon.com/single-use-bronchoscopes|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2200879123006639%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2200879123006639%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22GLIDESCOPE+CORE+15%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2200879123006639%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22GLIDESCOPE+CORE+15%22&limit=100,keep_hidden_identity_unresolved,pending,,false,,,false
PRD-3A27A7B76D,Cardinal Health,"Argyle PVC Thoracic Catheter – Straight, 24 Fr × 20 in",8888570531,,insufficient_evidence,low,exact_manufacturer_catalog_number,Identity method: exact_manufacturer_catalog_number. UDI assessment: all_exact_configurations_ended. Manufacturer finding: not_searched. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: all_exact_configurations_ended; listing: search_incomplete; authorization: premarket_exempt.,Manufacturer finding: not_searched; exact source: false.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://api.fda.gov/device/udi.json?search=catalog_number%3A%228888570531%22&limit=100|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%228888570531%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%228888570531%22&limit=100|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2220884521047126%22&limit=100|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%228888570531%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22JOL%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2200884521060848%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2210884521047129%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%228888570531%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2220884521047126%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2200884521149444%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2200884521149444%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2200884521060848%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%228888570531%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2220884521047126%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2210884521047129%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-3EDAA08D62,Cardinal Health,"Argyle PVC Thoracic Catheter – Straight, 16 Fr × 20 in",8888570515,,insufficient_evidence,low,exact_manufacturer_catalog_number,Identity method: exact_manufacturer_catalog_number. UDI assessment: all_exact_configurations_ended. Manufacturer finding: not_searched. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: all_exact_configurations_ended; listing: search_incomplete; authorization: premarket_exempt.,Manufacturer finding: not_searched; exact source: false.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%228888570515%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%228888570515%22&limit=100|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2210884521050822%22&limit=100|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%228888570515%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%228888570515%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22JOL%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2220884521050829%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2210884521050822%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2200884521060824%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2200884521149413%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%228888570515%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2200884521149413%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2200884521060824%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2220884521050829%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%228888570515%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2210884521050822%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-425DB43083,FUJIFILM SonoSite,SonoSite L12-3 Transducer,L12-3,,insufficient_evidence,low,none,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: not_searched; exact source: false.,Safety search: not_searched; action state: unknown; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,not_searched,unknown,unknown,,not_applicable,,https://www.sonosite.com/sites/default/files/Sonosite_LX_product_brochure_MKT03597_US_rev_C.pdf|https://www.sonosite.com/products/sonosite-px,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-427A070734,Karl Storz,"Autoclavable Plastic Cannula, Pack of 5",30120X,,insufficient_evidence,low,exact_manufacturer_catalog_number,Identity method: exact_manufacturer_catalog_number. UDI assessment: all_exact_configurations_active. Manufacturer finding: no_result. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: all_exact_configurations_active; listing: search_incomplete; authorization: not_found.,Manufacturer finding: no_result; exact source: false.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://www.karlstorz.com/us/en/thoracic-surgery-and-pulmonology.htm|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2204048551457283%22&limit=100|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%2230120X%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%2230120X%22&limit=100|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%2230120X%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22GCJ%22&limit=100|https://api.fda.gov/device/registrationlisting.json?search=products.product_code%3A%22GCJ%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%2230120+X%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204048551119891%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204048551254684%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204048551457290%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204048551457283%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204048551254684%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204048551457283%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204048551119891%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%2230120+X%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204048551457290%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-448C184685,Cook Medical,Cohen Endobronchial Blocker Set,G44122,,identity_unresolved,low,family_or_name_only,Identity method: family_or_name_only. UDI assessment: no_exact_result. Manufacturer finding: family_only_current. Plausible records could not be tied conservatively to the exact catalog product.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: family_only_current; exact source: false.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,Exact product identity remains ambiguous.|The candidate company is outside the reviewed manufacturer alias group.,https://www.cookmedical.com/products/cc_aebs_webds/|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2200827002441224%22&limit=100|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%22G44122%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22G44122%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22C-AEBTS-9.0-65-SPH-AS%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2200827002441224%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22G44122%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22C-AEBTS-9.0-65-SPH-AS%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2200827002441224%22&limit=100,keep_hidden_identity_unresolved,pending,,false,,,false
PRD-4A04124FF2,Olympus,BF-1TH190 Video Bronchoscope,BF-1TH190,,insufficient_evidence,low,none,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: current_exact_official_us_product. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: current_exact_official_us_product; exact source: true.,"Safety search: searched; action state: active_exact_product_action; scope: product_wide; review eligibility: not_applicable. Z-0049-2026 (event 97441, Class I, status Ongoing / Open, Classified, initiated 2025-09-11, matched BF-1TH190, reported by device_enforcement and device_recall); Z-0192-2024 (event 93052, Class I, status Ongoing / Open, Classified, initiated 2023-10-12, matched BF-1TH190, reported by device_enforcement and device_recall); Z-0327-2024 (event 93222, Class II, status Ongoing / Open, Classified, initiated 2023-09-25, matched BF-1TH190, reported by device_enforcement and device_recall); Z-2017-2023 (event 92362, Class I, status Ongoing / Open, Classified, initiated 2023-06-08, matched BF-1TH190, reported by device_enforcement and device_recall); Z-2496-2023 (event 92779, Class II, status Ongoing / Open, Classified, initiated 2023-07-27, matched BF-1TH190, reported by device_enforcement and device_recall). A safety action is not discontinuation evidence.",searched,active_exact_product_action,product_wide,Z-0049-2026 (event 97441)|Z-0192-2024 (event 93052)|Z-0327-2024 (event 93222)|Z-2017-2023 (event 92362)|Z-2496-2023 (event 92779),not_applicable,,https://medical.olympusamerica.com/products/evis-exera-bronchoscopy/visualization|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22BF-1TH190%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22BF-1TH190%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-4CC32EE889,Olympus,Spiration Valve System Air Leak Procedure Kit,SVS-C26N-9-VSK,,insufficient_evidence,low,none,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: no_result. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: no_result; exact source: false.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://content.medical.olympusamerica.com/sites/default/files/us/files/pdf/SVS-Air-Leak-Product-Order-Information_FINAL.pdf|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22SVS-C26N-9-VSK%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22SVS-C26N-9-VSK%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-5543746F59,Olympus,Olympus OER-Pro Automated Endoscope Reprocessor,OER-Pro,,current_status_conflicted,moderate,exact_manufacturer_model_number,"Identity method: exact_manufacturer_model_number. UDI assessment: all_exact_configurations_ended. Manufacturer finding: current_exact_official_us_product. Conflicting package, distribution, identity, or source evidence prevents a current-status conclusion.",UDI: all_exact_configurations_ended; listing: family_current_listing; authorization: not_found.,Manufacturer finding: current_exact_official_us_product; exact source: true.,"Safety search: searched; action state: active_exact_product_action; scope: product_wide; review eligibility: not_applicable. Z-0138-2017 (event 74542, Class II, status Terminated, initiated 2016-06-23, matched OER-PRO, reported by device_enforcement and device_recall); Z-0873-2026 (event 97849, Class II, status Ongoing / Open, Classified, initiated 2025-10-31, matched 04953170258589/OER-PRO, reported by device_enforcement and device_recall); Z-1613-2026 (event 98371, Class II, status Ongoing / Open, Classified, initiated 2026-02-12, matched 04953170258589/OER-PRO, reported by device_enforcement and device_recall); Z-2342-2023 (event 92633, Class II, status Ongoing / Open, Classified, initiated 2023-05-26, matched 04953170258589, reported by device_enforcement and device_recall). A safety action is not discontinuation evidence.",searched,active_exact_product_action,product_wide,Z-0138-2017 (event 74542)|Z-0873-2026 (event 97849)|Z-1613-2026 (event 98371)|Z-2342-2023 (event 92633),not_applicable,,https://medical.olympusamerica.com/customer-resources/cleaning-disinfection-sterilization/reprocessing-products|https://medical.olympusamerica.com/sites/default/files/us/files/pdf/OER-Pro-Brochure.pdf|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%22OER-Pro%22&limit=100|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2204953170258589%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22FEB%22&limit=100|https://api.fda.gov/device/registrationlisting.json?search=products.product_code%3A%22FEB%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204953170258589%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22OER-PRO%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22OER-PRO%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204953170258589%22&limit=100,keep_hidden_conflicting,pending,,false,,,false
PRD-59D02C1811,FUJIFILM SonoSite,SonoSite PX Ultrasound System,SonoSite PX,,insufficient_evidence,low,none,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: not_searched; exact source: false.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://www.sonosite.com/products/sonosite-px|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22SONOSITE+PX%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22SONOSITE+PX%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-629828B799,FUJIFILM SonoSite,SonoSite LX Ultrasound System,SonoSite LX,,insufficient_evidence,low,none,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: not_searched; exact source: false.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://www.sonosite.com/sites/default/files/Sonosite_LX_product_brochure_MKT03597_US_rev_C.pdf|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22SONOSITE+LX%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22SONOSITE+LX%22&limit=100,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-6C9FB1DC9F,Cardinal Health,"Argyle PVC Thoracic Catheter – Straight, 36 Fr × 20 in",8888570564,,identity_unresolved,low,exact_manufacturer_catalog_number,Identity method: exact_manufacturer_catalog_number. UDI assessment: all_exact_configurations_ended. Manufacturer finding: not_searched. Plausible records could not be tied conservatively to the exact catalog product.,UDI: all_exact_configurations_ended; listing: search_incomplete; authorization: premarket_exempt.,Manufacturer finding: not_searched; exact source: false.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,Exact product identity remains ambiguous.|The candidate company is outside the reviewed manufacturer alias group.,https://api.fda.gov/device/udi.json?search=catalog_number%3A%228888570564%22&limit=100|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%228888570564%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%228888570564%22&limit=100|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%228888570564%22&limit=100|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2210192253003628%22&limit=100|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%228888570564%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22JOL%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2220884521050867%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%228888570564%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2210192253003628%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2200884521149529%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2200884521060879%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2210884521050860%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2210884521050860%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2220884521050867%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2200884521149529%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%228888570564%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2210192253003628%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2200884521060879%22&limit=100,keep_hidden_identity_unresolved,pending,,false,,,false
PRD-6CF2953F5E,Cook Medical,Arndt Endobronchial Blocker Set,G44109,,identity_unresolved,low,family_or_name_only,Identity method: family_or_name_only. UDI assessment: no_exact_result. Manufacturer finding: current_exact_official_us_product. Plausible records could not be tied conservatively to the exact catalog product.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: current_exact_official_us_product; exact source: true.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,Exact product identity remains ambiguous.|The candidate company is outside the reviewed manufacturer alias group.,https://www.cookmedical.com/products/cc_aebs_webds/|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2200827002441095%22&limit=100|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%22G44109%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22G44109%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2200827002441095%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22C-AEBS-5.0-50-SPH-AS%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22G44109%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22C-AEBS-5.0-50-SPH-AS%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2200827002441095%22&limit=100,keep_hidden_identity_unresolved,pending,,false,,,false
PRD-85248E91BA,Cook Medical,Arndt Endobronchial Blocker Set,G44120,,identity_unresolved,low,family_or_name_only,Identity method: family_or_name_only. UDI assessment: no_exact_result. Manufacturer finding: current_exact_official_us_product. Plausible records could not be tied conservatively to the exact catalog product.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: current_exact_official_us_product; exact source: true.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,Exact product identity remains ambiguous.|The candidate company is outside the reviewed manufacturer alias group.,https://www.cookmedical.com/products/cc_aebs_webds/|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%22G44120%22&limit=100|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2200827002441200%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22C-AEBS-9.0-78-SPH-AS%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22G44120%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2200827002441200%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2200827002441200%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22C-AEBS-9.0-78-SPH-AS%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22G44120%22&limit=100,keep_hidden_identity_unresolved,pending,,false,,,false
PRD-8ACE654E89,FUJIFILM SonoSite,SonoSite P11-3 Transducer,P11-3,,insufficient_evidence,low,none,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: not_searched; exact source: false.,Safety search: not_searched; action state: unknown; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,not_searched,unknown,unknown,,not_applicable,,https://www.sonosite.com/sites/default/files/Sonosite_LX_product_brochure_MKT03597_US_rev_C.pdf,keep_hidden_insufficient_evidence,pending,,false,,,false
PRD-9143E639BA,Teleflex,Arrow Percutaneous Cavity Drainage Kit – Straight,AK-01601,,identity_unresolved,low,exact_manufacturer_catalog_number,Identity method: exact_manufacturer_catalog_number. UDI assessment: conflicting_exact_configuration_statuses. Manufacturer finding: no_result. Plausible records could not be tied conservatively to the exact catalog product.,UDI: conflicting_exact_configuration_statuses; listing: exact_current_listing; authorization: exact_510k_clearance.,Manufacturer finding: no_result; exact source: false.,"Safety search: searched; action state: active_exact_product_action; scope: lot_specific; review eligibility: not_applicable. Z-2382-2026 (event 98793, Class I, status Ongoing / Open, Classified, initiated 2026-04-21, matched 60801902120160/AK-01601, reported by device_enforcement and device_recall). A safety action is not discontinuation evidence.",searched,active_exact_product_action,lot_specific,Z-2382-2026 (event 98793),not_applicable,A candidate record has a different model or configuration.|Exact base/package configurations carry mixed distribution states.|Exact product identity remains ambiguous.|Official distribution or listing states conflict.,https://teleflex.com/usa/en/product-areas/interventional/drainage/arrow-diagnostic-drainage-products/MC-006078_Interventional_DND_Product_Line_Brochure_Final.pdf|https://api.fda.gov/device/udi.json?search=catalog_number%3A%22AK-01601%22&limit=100|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2210801902120165%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%22AK-01601%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%22AK-01601%22&limit=100|https://api.fda.gov/device/510k.json?search=k_number%3A%22K895516%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22GBX%22&limit=100|https://api.fda.gov/device/registrationlisting.json?search=k_number%3A%22K895516%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2250801902120163%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2230801902004827%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2200801902004826%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22AK-01601%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2210801902120165%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2260801902120160%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2240801902120166%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2250801902120163%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2210801902120165%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2230801902004827%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2260801902120160%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2240801902120166%22&limit=100|https://api.fda.gov/device/recall.json?search=k_numbers%3A%22K895516%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22AK-01601%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2200801902004826%22&limit=100,keep_hidden_identity_unresolved,pending,,false,,,false
PRD-993A6272DD,Verathon,GlideScope Core 10,GlideScope Core 10,,identity_unresolved,low,family_or_name_only,Identity method: family_or_name_only. UDI assessment: no_exact_result. Manufacturer finding: family_only_current. Plausible records could not be tied conservatively to the exact catalog product.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: family_only_current; exact source: false.,Safety search: searched; action state: no_exact_action_found; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,searched,no_exact_action_found,unknown,,not_applicable,,https://www.verathon.com/single-use-bronchoscopes|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2200879123006509%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2200879123006509%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22GLIDESCOPE+CORE+10%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2200879123006509%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22GLIDESCOPE+CORE+10%22&limit=100,keep_hidden_identity_unresolved,pending,,false,,,false
PRD-9E24CD4C73,FUJIFILM SonoSite,SonoSite L19-5 Transducer,L19-5,,insufficient_evidence,low,none,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,UDI: no_exact_result; listing: no_result; authorization: not_found.,Manufacturer finding: not_searched; exact source: false.,Safety search: not_searched; action state: unknown; scope: unknown; review eligibility: not_applicable. No exact-product FDA safety action matched this identity.,not_searched,unknown,unknown,,not_applicable,,https://www.sonosite.com/sites/default/files/Sonosite_LX_product_brochure_MKT03597_US_rev_C.pdf|https://www.sonosite.com/products/sonosite-px,keep_hidden_insufficient_evidence,pending,,false,,,false
