product_id,manufacturer_id,manufacturer,distributor,brand_family,product_name,catalog_number,global_part_number,reference_part_number,alternate_ids,gtin,primary_category,subcategory,product_kind,reuse_status,sterile_status,implantable,material,coverage,placement_method,size_display,diameter_mm,length_mm,french_size,gauge,working_length_cm,min_working_channel_mm,delivery_system_od_mm,package_uom,adult_peds,description,compatibility_text,verification_status,live_dropdown_status,primary_source_id,primary_source_location,source_as_of,availability_note,notes,spec_json
PRD-27460DB568,MFR-5ED32955F4,ERBE,,ERBE Electrosurgery,"Monopolar Adapter, Bovie Jack to 2-7 mm Instrument Connector",20183-067,,,,,Therapeutic bronchoscopy,Monopolar adapter,Reusable accessory,Reusable,,,,,,from: Bovie Jack; to: 2-7 mm,,,,,,,,Each,,"Monopolar Adapter, Bovie Jack to 2-7 mm Instrument Connector.",Match both generator-side and instrument-side connector standards and the current ERBE IFU; non-U.S. catalog.,Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC017,"Monopolar adapters, catalog p. 15",2024-05,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,"{""source_connector"":""Bovie Jack"",""target_connector"":""2-7 mm""}"
PRD-E5D003B78D,MFR-5ED32955F4,ERBE,,ERBE Electrosurgery,"Monopolar Adapter, Standard Socket to International 3-Pin",20183-028,,,,,Therapeutic bronchoscopy,Monopolar adapter,Reusable accessory,Reusable,,,,,,from: Standard socket; to: International 3-pin,,,,,,,,Each,,"Monopolar Adapter, Standard Socket to International 3-Pin.",Match both generator-side and instrument-side connector standards and the current ERBE IFU; non-U.S. catalog.,Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC017,"Monopolar adapters, catalog p. 15",2024-05,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,"{""source_connector"":""Standard socket"",""target_connector"":""International 3-pin""}"
PRD-EE226986CB,MFR-5ED32955F4,ERBE,,ERBE Electrosurgery,"Monopolar Adapter, Standard Socket to Martin",20183-047,,,,,Therapeutic bronchoscopy,Monopolar adapter,Reusable accessory,Reusable,,,,,,from: Standard socket; to: Martin,,,,,,,,Each,,"Monopolar Adapter, Standard Socket to Martin.",Match both generator-side and instrument-side connector standards and the current ERBE IFU; non-U.S. catalog.,Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC017,"Monopolar adapters, catalog p. 15",2024-05,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,"{""source_connector"":""Standard socket"",""target_connector"":""Martin""}"
PRD-A1BB9D424D,MFR-5ED32955F4,ERBE,,ERBE Electrosurgery,"Monopolar Connecting Cable, 3-Pin to 4 mm Pin, 4.5 m",20192-134,,,,,Therapeutic bronchoscopy,Monopolar cable,Reusable accessory,Reusable,,,,,,4.5 m; generator: 3-pin; instrument: 4 mm pin; instrument: AutoSuture/MTW,,,,,,,,Each,,"Monopolar Connecting Cable, 3-Pin to 4 mm Pin, 4.5 m.",Match both generator-side and instrument-side connector standards and the current ERBE IFU; non-U.S. catalog.,Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC017,"Monopolar cables, catalog p. 5",2024-05,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,"{""length_m"":4.5,""generator_connector"":""3-pin"",""instrument_connector"":""4 mm pin"",""instrument"":""AutoSuture/MTW""}"
PRD-14ED7EA20B,MFR-5ED32955F4,ERBE,,ERBE Electrosurgery,"Monopolar Connecting Cable, 3-Pin to 4 mm Socket for Needle/STORZ, 4.5 m",20192-132,,,,,Therapeutic bronchoscopy,Monopolar cable,Reusable accessory,Reusable,,,,,,4.5 m; generator: 3-pin; instrument: 4 mm socket; instrument: needle electrode 20191-152 / STORZ MIS,,,,,,,,Each,,"Monopolar Connecting Cable, 3-Pin to 4 mm Socket for Needle/STORZ, 4.5 m.",Match both generator-side and instrument-side connector standards and the current ERBE IFU; non-U.S. catalog.,Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC017,"Monopolar cables, catalog p. 5",2024-05,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,"{""length_m"":4.5,""generator_connector"":""3-pin"",""instrument_connector"":""4 mm socket"",""instrument"":""needle electrode 20191-152 / STORZ MIS""}"
PRD-241DE5F6DF,MFR-5ED32955F4,ERBE,,ERBE Electrosurgery,"Monopolar Connecting Cable, 3-Pin to 4 mm Socket, 4.5 m",20192-133,,,,,Therapeutic bronchoscopy,Monopolar cable,Reusable accessory,Reusable,,,,,,4.5 m; generator: 3-pin; instrument: 4 mm socket,,,,,,,,Each,,"Monopolar Connecting Cable, 3-Pin to 4 mm Socket, 4.5 m.",Match both generator-side and instrument-side connector standards and the current ERBE IFU; non-U.S. catalog.,Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC017,"Monopolar cables, catalog p. 5",2024-05,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,"{""length_m"":4.5,""generator_connector"":""3-pin"",""instrument_connector"":""4 mm socket""}"
PRD-D063F090C6,MFR-5ED32955F4,ERBE,,ERBE Electrosurgery,"Monopolar Connecting Cable, 3-Pin to Olympus 3 mm Socket, 4.5 m",20192-135,,,,,Therapeutic bronchoscopy,Monopolar cable,Reusable accessory,Reusable,,,,,,4.5 m; generator: 3-pin; instrument: 3 mm; instrument: Olympus snares,,,,,,,,Each,,"Monopolar Connecting Cable, 3-Pin to Olympus 3 mm Socket, 4.5 m.",Match both generator-side and instrument-side connector standards and the current ERBE IFU; non-U.S. catalog.,Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC017,"Monopolar cables, catalog p. 5",2024-05,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,"{""length_m"":4.5,""generator_connector"":""3-pin"",""instrument_connector"":""3 mm"",""instrument"":""Olympus snares""}"
PRD-E91AF4A4B3,MFR-5ED32955F4,ERBE,,ERBE Electrosurgery,"Monopolar Connecting Cable, Bovie Jack 8 mm to 4 mm, 4 m",20192-113,,,,,Therapeutic bronchoscopy,Monopolar cable,Reusable accessory,Reusable,,,,,,4 m; generator: VIO/ICC/ACC International 8 mm Bovie Jack; instrument: 4 mm,,,,,,,,Each,,"Monopolar Connecting Cable, Bovie Jack 8 mm to 4 mm, 4 m.",Match both generator-side and instrument-side connector standards and the current ERBE IFU; non-U.S. catalog.,Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC017,"Monopolar cables, catalog p. 5",2024-05,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,"{""length_m"":4,""generator_connector"":""VIO/ICC/ACC International 8 mm Bovie Jack"",""instrument_connector"":""4 mm""}"
PRD-D41DE241C1,MFR-5ED32955F4,ERBE,,ERBE Electrosurgery,"Monopolar Connecting Cable, Bovie Jack 8 mm to Olympus 3 mm, 4 m",20192-117,,,,,Therapeutic bronchoscopy,Monopolar cable,Reusable accessory,Reusable,,,,,,4 m; generator: VIO/ICC/ACC International 8 mm Bovie Jack; instrument: 3 mm; instrument: Olympus snares,,,,,,,,Each,,"Monopolar Connecting Cable, Bovie Jack 8 mm to Olympus 3 mm, 4 m.",Match both generator-side and instrument-side connector standards and the current ERBE IFU; non-U.S. catalog.,Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC017,"Monopolar cables, catalog p. 5",2024-05,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,"{""length_m"":4,""generator_connector"":""VIO/ICC/ACC International 8 mm Bovie Jack"",""instrument_connector"":""3 mm"",""instrument"":""Olympus snares""}"
PRD-24DF8E0987,MFR-5ED32955F4,ERBE,,ERBE Electrosurgery,"Monopolar Connecting Cable, Martin Standard, 4 m, for Pencil/Hook",20192-099,,,,,Therapeutic bronchoscopy,Monopolar cable,Reusable accessory,Reusable,,,,,,4 m; generator: Martin Standard; instrument: electrosurgical pencil 20190-045 / hook 20191-179,,,,,,,,Each,,"Monopolar Connecting Cable, Martin Standard, 4 m, for Pencil/Hook.",Match both generator-side and instrument-side connector standards and the current ERBE IFU; non-U.S. catalog.,Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC017,"Monopolar cables, catalog p. 6",2024-05,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,"{""length_m"":4,""generator_connector"":""Martin Standard"",""instrument"":""electrosurgical pencil 20190-045 / hook 20191-179""}"
PRD-95ADE8F814,MFR-5ED32955F4,ERBE,,ERBE Electrosurgery,"Monopolar Connecting Cable, Standard, 4 m, 4 mm Socket for Needle/STORZ",20192-101,,,,,Therapeutic bronchoscopy,Monopolar cable,Reusable accessory,Reusable,,,,,,4 m; generator: VIO/ICC/ACC Standard; instrument: 4 mm socket; instrument: needle electrode 20191-152 / STORZ MIS,,,,,,,,Each,,"Monopolar Connecting Cable, Standard, 4 m, 4 mm Socket for Needle/STORZ.",Match both generator-side and instrument-side connector standards and the current ERBE IFU; non-U.S. catalog.,Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC017,"Monopolar cables, catalog p. 4",2024-05,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,"{""length_m"":4,""generator_connector"":""VIO/ICC/ACC Standard"",""instrument_connector"":""4 mm socket"",""instrument"":""needle electrode 20191-152 / STORZ MIS""}"
PRD-F9C809D277,MFR-5ED32955F4,ERBE,,ERBE Electrosurgery,"Monopolar Connecting Cable, Standard, 4 m, for CUT/COAG 4 mm Instruments",20192-104,,,,,Therapeutic bronchoscopy,Monopolar cable,Reusable accessory,Reusable,,,,,,4 m; generator: VIO/ICC/ACC Standard; instrument: 4 mm,,,,,,,,Each,,"Monopolar Connecting Cable, Standard, 4 m, for CUT/COAG 4 mm Instruments.",Match both generator-side and instrument-side connector standards and the current ERBE IFU; non-U.S. catalog.,Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC017,"Monopolar cables, catalog p. 4",2024-05,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,"{""length_m"":4,""generator_connector"":""VIO/ICC/ACC Standard"",""instrument_connector"":""4 mm""}"
PRD-DA3218ED45,MFR-5ED32955F4,ERBE,,ERBE Electrosurgery,"Monopolar Connecting Cable, Standard, 4 m, for Olympus 3 mm Snares",20192-119,,,,,Therapeutic bronchoscopy,Monopolar cable,Reusable accessory,Reusable,,,,,,4 m; generator: VIO/ICC/ACC Standard; instrument: 3 mm; instrument: Olympus polypectomy snares,,,,,,,,Each,,"Monopolar Connecting Cable, Standard, 4 m, for Olympus 3 mm Snares.",Match both generator-side and instrument-side connector standards and the current ERBE IFU; non-U.S. catalog.,Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC017,"Monopolar cables, catalog p. 4",2024-05,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,"{""length_m"":4,""generator_connector"":""VIO/ICC/ACC Standard"",""instrument_connector"":""3 mm"",""instrument"":""Olympus polypectomy snares""}"
PRD-BBCDFBC541,MFR-5ED32955F4,ERBE,,ERBE Electrosurgery,"Monopolar Connecting Cable, Standard, 4 m, for Suction Coagulation Electrode",20192-097,,,,,Therapeutic bronchoscopy,Monopolar cable,Reusable accessory,Reusable,,,,,,4 m; generator: VIO/ICC/ACC Standard; instrument: internal 4 mm pin; instrument: suction coagulation electrode 20191-136,,,,,,,,Each,,"Monopolar Connecting Cable, Standard, 4 m, for Suction Coagulation Electrode.",Match both generator-side and instrument-side connector standards and the current ERBE IFU; non-U.S. catalog.,Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC017,"Monopolar cables, catalog p. 4",2024-05,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,"{""length_m"":4,""generator_connector"":""VIO/ICC/ACC Standard"",""instrument_connector"":""internal 4 mm pin"",""instrument"":""suction coagulation electrode 20191-136""}"
PRD-CB585AE377,MFR-5ED32955F4,ERBE,,ERBE Electrosurgery,"Monopolar Connecting Cable, VIO/ICC/ACC International, 4 m, for Pencil/Hook",20192-110,,,,,Therapeutic bronchoscopy,Monopolar cable,Reusable accessory,Reusable,,,,,,4 m; generator: VIO/ICC/ACC International; instrument: electrosurgical pencil 20190-045 / hook 20191-179,,,,,,,,Each,,"Monopolar Connecting Cable, VIO/ICC/ACC International, 4 m, for Pencil/Hook.",Match both generator-side and instrument-side connector standards and the current ERBE IFU; non-U.S. catalog.,Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC017,"Monopolar cables, catalog p. 6",2024-05,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,"{""length_m"":4,""generator_connector"":""VIO/ICC/ACC International"",""instrument"":""electrosurgical pencil 20190-045 / hook 20191-179""}"
PRD-D85D52F0CD,MFR-5ED32955F4,ERBE,,ERBE Electrosurgery,"Monopolar Connecting Cable, VIO/ICC/ACC, Standard, 4 m, for Pencil/Hook",20192-127,,,,,Therapeutic bronchoscopy,Monopolar cable,Reusable accessory,Reusable,,,,,,4 m; generator: VIO/ICC/ACC Standard; instrument: electrosurgical pencil 20190-045 / hook 20191-179,,,,,,,,Each,,"Monopolar Connecting Cable, VIO/ICC/ACC, Standard, 4 m, for Pencil/Hook.",Match both generator-side and instrument-side connector standards and the current ERBE IFU; non-U.S. catalog.,Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC017,"Monopolar cables, catalog p. 4",2024-05,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,"{""length_m"":4,""generator_connector"":""VIO/ICC/ACC Standard"",""instrument"":""electrosurgical pencil 20190-045 / hook 20191-179""}"
PRD-27BD1F9DB6,MFR-5ED32955F4,ERBE,,ERBE Electrosurgery,"Monopolar Connecting Cable, VIO/ICC/ACC, Standard, 5 m, for Pencil/Hook",20192-094,,,,,Therapeutic bronchoscopy,Monopolar cable,Reusable accessory,Reusable,,,,,,5 m; generator: VIO/ICC/ACC Standard; instrument: electrosurgical pencil 20190-045 / hook 20191-179,,,,,,,,Each,,"Monopolar Connecting Cable, VIO/ICC/ACC, Standard, 5 m, for Pencil/Hook.",Match both generator-side and instrument-side connector standards and the current ERBE IFU; non-U.S. catalog.,Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC017,"Monopolar cables, catalog p. 4",2024-05,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,"{""length_m"":5,""generator_connector"":""VIO/ICC/ACC Standard"",""instrument"":""electrosurgical pencil 20190-045 / hook 20191-179""}"
PRD-71FB94BD46,MFR-5ED32955F4,ERBE,,ERBE Electrosurgery,"Return-Electrode Connecting Cable, International, 4 m, Silicone",20194-075,,,,,Therapeutic bronchoscopy,Return-electrode cable,Reusable accessory,Reusable,,,,,,4 m; generator: International,,,,,,,,Each,,"Return-Electrode Connecting Cable, International, 4 m, Silicone.",Match both generator-side and instrument-side connector standards and the current ERBE IFU; non-U.S. catalog.,Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC017,"Return-electrode cables, catalog p. 13",2024-05,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,"{""length_m"":4,""generator_connector"":""International"",""material"":""silicone""}"
PRD-415D12A635,MFR-5ED32955F4,ERBE,,ERBE Electrosurgery,"Return-Electrode Connecting Cable, International, 4 m, Single-Contact Electrode",20194-079,,,,,Therapeutic bronchoscopy,Return-electrode cable,Reusable accessory,Reusable,,,,,,4 m; generator: International,,,,,,,,Each,,"Return-Electrode Connecting Cable, International, 4 m, Single-Contact Electrode.",Match both generator-side and instrument-side connector standards and the current ERBE IFU; non-U.S. catalog.,Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC017,"Return-electrode cables, catalog p. 14",2024-05,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,"{""length_m"":4,""generator_connector"":""International"",""electrode"":""single contact, non-ERBE""}"
PRD-4D06DCE96B,MFR-5ED32955F4,ERBE,,ERBE Electrosurgery,"Return-Electrode Connecting Cable, International, 4 m, Split-Contact Electrode",20194-080,,,,,Therapeutic bronchoscopy,Return-electrode cable,Reusable accessory,Reusable,,,,,,4 m; generator: International,,,,,,,,Each,,"Return-Electrode Connecting Cable, International, 4 m, Split-Contact Electrode.",Match both generator-side and instrument-side connector standards and the current ERBE IFU; non-U.S. catalog.,Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC017,"Return-electrode cables, catalog p. 14",2024-05,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,"{""length_m"":4,""generator_connector"":""International"",""electrode"":""split contact, non-ERBE""}"
PRD-27BE0EC96A,MFR-5ED32955F4,ERBE,,ERBE Electrosurgery,"Return-Electrode Connecting Cable, International, 5 m, Silicone",20194-089,,,,,Therapeutic bronchoscopy,Return-electrode cable,Reusable accessory,Reusable,,,,,,5 m; generator: International,,,,,,,,Each,,"Return-Electrode Connecting Cable, International, 5 m, Silicone.",Match both generator-side and instrument-side connector standards and the current ERBE IFU; non-U.S. catalog.,Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC017,"Return-electrode cables, catalog p. 13",2024-05,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,"{""length_m"":5,""generator_connector"":""International"",""material"":""silicone""}"
PRD-8905E9BA40,MFR-5ED32955F4,ERBE,,ERBE Electrosurgery,"Return-Electrode Connecting Cable, International, 5 m, Single-Contact Electrode",20194-086,,,,,Therapeutic bronchoscopy,Return-electrode cable,Reusable accessory,Reusable,,,,,,5 m; generator: International,,,,,,,,Each,,"Return-Electrode Connecting Cable, International, 5 m, Single-Contact Electrode.",Match both generator-side and instrument-side connector standards and the current ERBE IFU; non-U.S. catalog.,Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC017,"Return-electrode cables, catalog p. 14",2024-05,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,"{""length_m"":5,""generator_connector"":""International"",""electrode"":""single contact, non-ERBE""}"
PRD-E060DC2383,MFR-5ED32955F4,ERBE,,ERBE Electrosurgery,"Return-Electrode Connecting Cable, International, 5 m, Split-Contact Electrode",20194-087,,,,,Therapeutic bronchoscopy,Return-electrode cable,Reusable accessory,Reusable,,,,,,5 m; generator: International,,,,,,,,Each,,"Return-Electrode Connecting Cable, International, 5 m, Split-Contact Electrode.",Match both generator-side and instrument-side connector standards and the current ERBE IFU; non-U.S. catalog.,Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC017,"Return-electrode cables, catalog p. 14",2024-05,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,"{""length_m"":5,""generator_connector"":""International"",""electrode"":""split contact, non-ERBE""}"
PRD-CDCBBB4171,MFR-5ED32955F4,ERBE,,ERBE Electrosurgery,"Return-Electrode Connecting Cable, Standard, 4 m, Contact Stud",20194-077,,,,,Therapeutic bronchoscopy,Return-electrode cable,Reusable accessory,Reusable,,,,,,4 m; generator: Standard,,,,,,,,Each,,"Return-Electrode Connecting Cable, Standard, 4 m, Contact Stud.",Match both generator-side and instrument-side connector standards and the current ERBE IFU; non-U.S. catalog.,Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC017,"Return-electrode cables, catalog p. 13",2024-05,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,"{""length_m"":4,""generator_connector"":""Standard"",""electrode_connector"":""contact stud""}"
PRD-0F561988AB,MFR-5ED32955F4,ERBE,,ERBE Electrosurgery,"Return-Electrode Connecting Cable, Standard, 4 m, Silicone",20194-070,,,,,Therapeutic bronchoscopy,Return-electrode cable,Reusable accessory,Reusable,,,,,,4 m; generator: Standard,,,,,,,,Each,,"Return-Electrode Connecting Cable, Standard, 4 m, Silicone.",Match both generator-side and instrument-side connector standards and the current ERBE IFU; non-U.S. catalog.,Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC017,"Return-electrode cables, catalog p. 13",2024-05,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,"{""length_m"":4,""generator_connector"":""Standard"",""material"":""silicone""}"
PRD-D194D5A02B,MFR-5ED32955F4,ERBE,,ERBE Electrosurgery,"Return-Electrode Connecting Cable, Standard, 5 m, Contact Stud",20194-078,,,,,Therapeutic bronchoscopy,Return-electrode cable,Reusable accessory,Reusable,,,,,,5 m; generator: Standard,,,,,,,,Each,,"Return-Electrode Connecting Cable, Standard, 5 m, Contact Stud.",Match both generator-side and instrument-side connector standards and the current ERBE IFU; non-U.S. catalog.,Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC017,"Return-electrode cables, catalog p. 13",2024-05,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,"{""length_m"":5,""generator_connector"":""Standard"",""electrode_connector"":""contact stud""}"
PRD-EC8645595D,MFR-5ED32955F4,ERBE,,ERBE Electrosurgery,"Return-Electrode Connecting Cable, Standard, 5 m, Silicone",20194-088,,,,,Therapeutic bronchoscopy,Return-electrode cable,Reusable accessory,Reusable,,,,,,5 m; generator: Standard,,,,,,,,Each,,"Return-Electrode Connecting Cable, Standard, 5 m, Silicone.",Match both generator-side and instrument-side connector standards and the current ERBE IFU; non-U.S. catalog.,Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC017,"Return-electrode cables, catalog p. 13",2024-05,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,"{""length_m"":5,""generator_connector"":""Standard"",""material"":""silicone""}"
PRD-9AE343BC8D,MFR-5ED32955F4,ERBE,,ERBECRYO 2,CO2 Gas Bottle Adapter E,20410-003,,,,,Therapeutic bronchoscopy,CO2 gas bottle adapter,Reusable accessory,Reusable,,,,,,,,,,,,,,Each,,CO2 gas bottle adapter listed for ERBE cryosurgery systems.,"Match exact ERBE cryosurgery platform, gas standard, and country-specific engineering requirements.",Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC018,"Gas bottle adapter table, catalog pp. 4, 7",2023-10,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,"{""code_letter"":""E"",""thread"":""W 21.8 x 1/14 / W 21.7 x 1/14 / 0.860 x 14 TPI""}"
PRD-D54D46A95B,MFR-5ED32955F4,ERBE,,ERBECRYO 2,CO2 Gas Bottle Adapter F,20402-060,,,,,Therapeutic bronchoscopy,CO2 gas bottle adapter,Reusable accessory,Reusable,,,,,,,,,,,,,,Each,,CO2 gas bottle adapter listed for ERBE cryosurgery systems.,"Match exact ERBE cryosurgery platform, gas standard, and country-specific engineering requirements.",Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC018,"Gas bottle adapter table, catalog pp. 4, 7",2023-10,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,"{""code_letter"":""F"",""thread"":""0.830-14 NGO""}"
PRD-F1632F4CEC,MFR-5ED32955F4,ERBE,,ERBECRYO 2,CO2 Gas Bottle Adapter G,20410-016,,,,,Therapeutic bronchoscopy,CO2 gas bottle adapter,Reusable accessory,Reusable,,,,,,,,,,,,,,Each,,CO2 gas bottle adapter listed for ERBE cryosurgery systems.,"Match exact ERBE cryosurgery platform, gas standard, and country-specific engineering requirements.",Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC018,"Gas bottle adapter table, catalog pp. 4, 7",2023-10,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,"{""code_letter"":""G"",""thread"":""G 3/4""}"
PRD-A93BE6938D,MFR-5ED32955F4,ERBE,,ERBECRYO 2,"CO2 Gas Bottle Adapter H, Pin Index",20410-011,,,,,Therapeutic bronchoscopy,CO2 gas bottle adapter,Reusable accessory,Reusable,,,,,,,,,,,,,,Each,,CO2 gas bottle adapter listed for ERBE cryosurgery systems.,"Match exact ERBE cryosurgery platform, gas standard, and country-specific engineering requirements.",Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC018,"Gas bottle adapter table, catalog pp. 4, 7",2023-10,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,"{""code_letter"":""H"",""thread"":""Pin Index""}"
PRD-5AEEF62066,MFR-5ED32955F4,ERBE,,ERBECRYO 2,CO2 Gas Bottle Adapter I,20402-061,,,,,Therapeutic bronchoscopy,CO2 gas bottle adapter,Reusable accessory,Reusable,,,,,,,,,,,,,,Each,,CO2 gas bottle adapter listed for ERBE cryosurgery systems.,"Match exact ERBE cryosurgery platform, gas standard, and country-specific engineering requirements.",Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC018,"Gas bottle adapter table, catalog pp. 4, 7",2023-10,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,"{""code_letter"":""I"",""thread"":""W 27 x 2 mm""}"
PRD-C3FB38433F,MFR-5ED32955F4,ERBE,,ERBECRYO 2,CO2 Switching Valve for Two Gas Cylinder Adapters,20402-052,,,,,Therapeutic bronchoscopy,Gas switching valve,Reusable accessory,Reusable,,,,,,,,,,,,,,Each,,Gas switching valve listed for ERBE cryosurgery systems.,"Match exact ERBE cryosurgery platform, gas standard, and country-specific engineering requirements.",Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC018,"Gas bottle adapter table, catalog pp. 4, 7",2023-10,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,{}
PRD-B68845E997,MFR-5ED32955F4,ERBE,,ERBECRYO 2,ERBECRYO 2 Cart,20402-300,,,,,Therapeutic bronchoscopy,Equipment cart,Reusable equipment,Reusable,,,,,,,,,,,,,,Each,,Equipment cart listed for ERBE cryosurgery systems.,"Match exact ERBE cryosurgery platform, gas standard, and country-specific engineering requirements.",Verified exact catalog entry - non-U.S. source,Hidden - non-U.S. catalog / U.S. status unverified,SRC018,"Accessories for ERBECRYO 2, catalog p. 6",2023-10,The uploaded manufacturer catalog explicitly states it is not intended for use in the USA.,Exact catalog entry retained as a non-U.S. reference.,{}
